"protein_id","n_valid","loess_corr","loess_mae_z","loess_converged","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X8994.65",122,0.493682850334943,0.756529872285605,TRUE,3265,"SLAMF8","SLAM family member 8","SLAMF8","Q9P0V8"
"X5594.87",124,0.492730952388446,0.78263173957421,TRUE,3266,"MESD","LDLR chaperone MESD","MESD2","Q14696"
"X6151.18",125,0.492466140648428,0.626725353830842,TRUE,3267,"MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3","MP2K3","P46734"
"X24914.10",123,0.492281248286782,0.777162690327903,TRUE,3268,"EZH2","Enhancer of zeste homolog 2","EZH2","Q15910"
"X11185.145",125,0.491556669862105,0.75395855744268,TRUE,3269,"GCH1","GTP cyclohydrolase 1","GCH1","P30793"
"X12508.9",124,0.491334974222099,0.784920808990174,TRUE,3270,"CHMP3","Charged multivesicular body protein 3","CHMP3","Q9Y3E7"
"X21604.2",124,0.491108355313269,0.68501332067513,TRUE,3271,"CUTA","Protein CutA","CUTA","O60888"
"X11425.31",124,0.490562296397715,0.718801953773419,TRUE,3272,"RUFY1","RUN and FYVE domain-containing protein 1","RUFY1","Q96T51"
"X19199.3",124,0.489874541254084,0.770299446175794,TRUE,3273,"POLR2J","DNA-directed RNA polymerase II subunit RPB11-a","RPB11","P52435"
"X12643.4",125,0.489774598726741,0.68267568522938,TRUE,3274,"ARRB1","Beta-arrestin-1","ARRB1","P49407"
"X5092.51",125,0.489670132487771,0.667232948941294,TRUE,3275,"JAG1","Protein jagged-1:Extracellular domain","JAG1:ECD","P78504"
"X19557.3",120,0.488536044952873,0.709917594362133,TRUE,3276,"KLB","Beta-klotho","KLOTB","Q86Z14"
"X6431.68",123,0.488164650034829,0.803310372292528,TRUE,3277,"PCYOX1","Prenylcysteine oxidase 1","PCYOX","Q9UHG3"
"X23023.21",125,0.488041688174422,0.767529897508659,TRUE,3278,"S100A14","Protein S100-A14","S100A14","Q9HCY8"
"X10895.28",122,0.487872829122395,0.646190166777785,TRUE,3279,"TMPRSS11B","Transmembrane protease serine 11B","TM11B","Q86T26"
"X12461.8",121,0.487376654347627,0.749624088255582,TRUE,3280,"SIRT5","NAD-dependent protein deacylase sirtuin-5, mitochondrial","SIRT5","Q9NXA8"
"X6267.51",115,0.487112507102721,0.725362985545883,TRUE,3281,"STMN4","Stathmin-4","STMN4","Q9H169"
"X13113.7",125,0.486831108816951,0.699505662678025,TRUE,3282,"SPP1","Osteopontin","Osteopontin","P10451"
"X4556.10",124,0.486305293440012,0.7900339681177,TRUE,3283,"IL34","Interleukin-34","IL-34","Q6ZMJ4"
"X21832.31",117,0.485863089662408,0.820959423234772,TRUE,3284,"SERPINB3","Squamous cell carcinoma antigen 1","SCCA1","P29508"
"X3329.14",118,0.485423134519157,0.680953912333567,TRUE,3285,"PGLYRP1","Peptidoglycan recognition protein 1","PGRP-S","O75594"
"X23558.33",121,0.48513416009783,0.787691139673534,TRUE,3286,"METTL2B","Methyltransferase-like protein 2B","MET2B","Q6P1Q9"
"X25278.41",122,0.48439782408968,0.674210673758573,TRUE,3287,"ARHGAP6","Rho GTPase-activating protein 6","RHG06","O43182"
"X25125.7",123,0.48414976297204,0.655174353147422,TRUE,3288,"STAC","SH3 and cysteine-rich domain-containing protein","STAC","Q99469"
"X25051.104",124,0.484002958626442,0.730257800592006,TRUE,3289,"FTO","Fat mass and obesity-associated protein","FTO","Q9C0B1"
"X11481.25",121,0.482075410980018,0.700938717031672,TRUE,3290,"HAVCR2","Hepatitis A virus cellular receptor 2","TIMD3","Q8TDQ0"
"X12675.14",124,0.481011223930957,0.73772486049079,TRUE,3291,"DARS1","Aspartate--tRNA ligase, cytoplasmic","SYDC","P14868"
"X13708.56",124,0.480779944289694,0.753133579730399,TRUE,3292,"KLK8","Kallikrein-8","kallikrein 8","O60259"
"X14249.68",125,0.480735196519431,0.833470620306883,TRUE,3293,"MID2","Probable E3 ubiquitin-protein ligase MID2","TRIM1","Q9UJV3"
"X24685.12",125,0.480489393604208,0.749487197441147,TRUE,3294,"SNX11","Sorting nexin-11","SNX11","Q9Y5W9"
"X8008.28",124,0.479439119966007,0.676545293303357,TRUE,3295,"HRK","Activator of apoptosis harakiri","HRK","O00198"
"X7190.50",125,0.478959270456948,0.667508078053934,TRUE,3296,"EPHA4","Ephrin type-A receptor 4","EPHA4","P54764"
"X10917.40",124,0.478727790629967,0.757545864257948,TRUE,3297,"GNGT2","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2","GBGT2","O14610"
"X12030.82",122,0.477628069757989,0.875685655898743,TRUE,3298,"DES","Desmin","Desmin","P17661"
"X2677.1",125,0.477521323402896,0.760545579889342,TRUE,3299,"EGFR","Epidermal growth factor receptor","ERBB1","P00533"
"X14103.12",125,0.477435292382568,0.772634244725143,TRUE,3300,"TPSG1","Tryptase gamma","TPSG1","Q9NRR2"
"X9760.13",125,0.477042007718212,0.681142326494521,TRUE,3301,"MAPK9","Mitogen-activated protein kinase 9","JNK2","P45984"
"X5249.31",125,0.47680849494875,0.842426269968373,TRUE,3302,"STK17B","Serine/threonine-protein kinase 17B","DRAK2","O94768"
"X7257.18",125,0.476673303345378,0.804229561706952,TRUE,3303,"PTH2","Tuberoinfundibular peptide of 39 residues","TIP39","Q96A98"
"X3327.27",124,0.476573270299704,0.817195147395485,TRUE,3304,"NTN4","Netrin-4","NET4","Q9HB63"
"X21758.65",124,0.476543443022835,0.795274490975235,TRUE,3305,"SENP2","Sentrin-specific protease 2","SENP2","Q9HC62"
"X3607.71",125,0.476347614482708,0.738073504320821,TRUE,3306,"DKK3","Dickkopf-related protein 3","DKK3","Q9UBP4"
"X2875.15",122,0.476107540030074,0.718389102899899,TRUE,3307,"TBP","TATA-box-binding protein","TBP","P20226"
"X6491.59",122,0.475633373652449,0.723742200524504,TRUE,3308,"KLK15","Kallikrein-15","kallikrein 15","Q9H2R5"
"X8409.3",125,0.475487304279429,0.747235967900111,TRUE,3309,"RSPO2","R-spondin-2","RSPO2","Q6UXX9"
"X2711.6",125,0.47506943932355,0.743343676970437,TRUE,3310,"CNTFR","Ciliary neurotrophic factor receptor subunit alpha","CNTFR alpha","P26992"
"X19174.141",122,0.474903168664983,0.850121695385668,TRUE,3311,"GOLGA7","Golgin subfamily A member 7","GOGA7","Q7Z5G4"
"X2765.4",125,0.474282869994838,0.745123735683552,TRUE,3312,"GDF11|MSTN","Growth/differentiation factor 11/8","GDF-11/8","O95390|O14793"
"X8786.6",121,0.474053975319181,0.759607795996102,TRUE,3313,"FAM171B","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995"
"X12466.7",125,0.472875648305189,0.690308922839894,TRUE,3314,"HNRNPA1","Heterogeneous nuclear ribonucleoprotein A1","ROA1","P09651"
"X6395.58",124,0.472003122304966,0.728370551154278,TRUE,3315,"GPHA2","Glycoprotein hormone alpha-2","GPHA2","Q96T91"
"X8828.21",123,0.471816156006824,0.641986381513533,TRUE,3316,"ESRP1","Epithelial splicing regulatory protein 1","ESRP1","Q6NXG1"
"X20402.11",125,0.470976820785095,0.852027375833831,TRUE,3317,"TRAPPC2","Trafficking protein particle complex subunit 2","TPC2A","P0DI81"
"X17817.22",123,0.470737339077939,0.697095333738343,TRUE,3318,"DDIT4","DNA damage-inducible transcript 4 protein","DDIT4","Q9NX09"
"X19120.33",124,0.47056786921571,0.824559332874625,TRUE,3319,"DAO","D-amino-acid oxidase","OXDA","P14920"
"X12916.3",123,0.470537395836021,0.691975886015528,TRUE,3320,"MTCP1","Protein p13 MTCP-1","MTCP1","P56278"
"X7920.30",125,0.470091930290293,0.73707213000272,TRUE,3321,"ST8SIA2","Alpha-2,8-sialyltransferase 8B","SIA8B","Q92186"
"X24321.67",124,0.470012621295052,0.742388687658976,TRUE,3322,"NARF","Nuclear prelamin A recognition factor","NARF","Q9UHQ1"
"X24454.27",124,0.468911012001247,0.7444504354763,TRUE,3323,"MTHFD2L","Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2","MTD2L","Q9H903"
"X23658.1",125,0.468709288892166,0.772582020644042,TRUE,3324,"NARS2","Probable asparagine--tRNA ligase, mitochondrial","SYNM","Q96I59"
"X9832.33",125,0.468223828134602,0.797260785503946,TRUE,3325,"HGD","Homogentisate 1,2-dioxygenase","HGD","Q93099"
"X13979.3",124,0.468024701461063,0.713702347048969,TRUE,3326,"SLC26A7","Anion exchange transporter","S26A7","Q8TE54"
"X24647.3",108,0.467707127442153,0.7312814306334,TRUE,3327,"APOBEC2","C->U-editing enzyme APOBEC-2","ABEC2","Q9Y235"
"X18187.16",124,0.466402278771855,0.700442652253011,TRUE,3328,"ASPA","Aspartoacylase","ACY2","P45381"
"X12537.88",123,0.465771006939965,0.869020013495746,TRUE,3329,"PURA","Transcriptional activator protein Pur-alpha","PURA","Q00577"
"X8664.36",124,0.465261209767275,0.719527182542405,TRUE,3330,"PKDCC","Extracellular tyrosine-protein kinase PKDCC","PKDCC","Q504Y2"
"X23373.77",124,0.464907449082045,0.797265582962719,TRUE,3331,"DPH5","Diphthine methyl ester synthase","DPH5","Q9H2P9"
"X16309.30",124,0.464795382010236,0.785482222711925,TRUE,3332,"DKKL1","Dickkopf-like protein 1","Soggy-1","Q9UK85"
"X10814.7",125,0.464659685863874,0.703131492063373,TRUE,3333,"CD1A","T-cell surface glycoprotein CD1a","CD1A","P06126"
"X18892.48",124,0.464620807956817,0.865898707962081,TRUE,3334,"GPC4","Glypican-4","GPC4","O75487"
"X14093.10",125,0.464567509770666,0.762036015450493,TRUE,3335,"FLT3LG","Fms-related tyrosine kinase 3 ligand","Flt3 ligand","P49771"
"X2640.3",123,0.464029565800676,0.689987543620565,TRUE,3336,"MST1R","Macrophage-stimulating protein receptor","MSP R","Q04912"
"X3235.50",125,0.463344640267434,0.778197644533266,TRUE,3337,"WFIKKN2","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2","WFKN2","Q8TEU8"
"X22027.13",124,0.463314836788715,0.735128942929362,TRUE,3338,"TACC3","Transforming acidic coiled-coil-containing protein 3","TACC3","Q9Y6A5"
"X9474.22",122,0.463312909387744,0.679952921774123,TRUE,3339,"ASGR2","Asialoglycoprotein receptor 2","ASGR2","P07307"
"X24945.16",122,0.462960820926351,0.71107192787307,TRUE,3340,"SNX27","Sorting nexin-27","SNX27","Q96L92"
"X9864.38",124,0.462686567164179,0.656836601610801,TRUE,3341,"TTC1","Tetratricopeptide repeat protein 1","TTC1","Q99614"
"X9026.40",125,0.461943563650665,0.765853086972507,TRUE,3342,"BTNL8","Butyrophilin-like protein 8","BTNL8","Q6UX41"
"X8264.43",124,0.461673077044134,0.709478494261097,TRUE,3343,"DLL1","Delta-like protein 1","DLL1","O00548"
"X17820.170",123,0.461444940001096,0.833232393608079,TRUE,3344,"MLF1","Myeloid leukemia factor 1","MLF1","P58340"
"X25433.25",113,0.461296266257398,0.761722937760117,TRUE,3345,"NSUN6","Putative methyltransferase NSUN6","NSUN6","Q8TEA1"
"X24027.32",125,0.46003859105769,0.807318266068354,TRUE,3346,"IFNE","Interferon epsilon-1","IFNE1","Q86WN2"
"X20379.59",125,0.459835803652631,0.801888711403131,TRUE,3347,"SVBP","Small vasohibin-binding protein","SVBP","Q8N300"
"X23672.10",123,0.45977445185092,0.769899282958428,TRUE,3348,"PSMD6","26S proteasome non-ATPase regulatory subunit 6","PSMD6","Q15008"
"X11421.10",125,0.457660447852912,0.772943450017517,TRUE,3349,"EHD4","EH domain-containing protein 4","EHD4","Q9H223"
"X12976.49",124,0.457536109178923,0.777294758499208,TRUE,3350,"SORBS3","Vinexin b","Vinexin b","O60504"
"X11465.4",124,0.45702109444343,0.733925996491056,TRUE,3351,"GPR135","Probable G-protein coupled receptor 135","GP135","Q8IZ08"
"X21119.1",119,0.456310472168113,0.789957862129443,TRUE,3352,"CBR4","Carbonyl reductase family member 4","CBR4","Q8N4T8"
"X7926.13",122,0.45579108088279,0.727793170099878,TRUE,3353,"SPINT3","Kunitz-type protease inhibitor 3","SPIT3","P49223"
"X3035.80",123,0.455758005740269,0.731743715640382,TRUE,3354,"IL19","Interleukin-19","IL-19","Q9UHD0"
"X8066.38",125,0.45568173438537,0.749580650238464,TRUE,3355,"SYT9","Synaptotagmin-9","SYT9","Q86SS6"
"X25301.48",123,0.454984036892515,0.789579740280373,TRUE,3356,"DYRK1A","Dual specificity tyrosine-phosphorylation-regulated kinase 1A","DYR1A","Q13627"
"X12934.1",124,0.453980624083295,0.738962810504613,TRUE,3357,"HERC5","E3 ISG15--protein ligase HERC5","HERC5","Q9UII4"
"X9987.30",124,0.453628105780671,0.817591458437325,TRUE,3358,"LRRC25","Leucine-rich repeat-containing protein 25:Cytoplasmic domain","LRC25:CD","Q8N386"
"X10339.48",125,0.453438782783964,0.799827957024977,TRUE,3359,"ENO2","Gamma-enolase","NSE","P09104"
"X12422.143",120,0.453277535640487,0.790530278793263,TRUE,3360,"ALOX15B","Arachidonate 15-lipoxygenase B","LX15B","O15296"
"X12651.21",123,0.453098949011413,0.777437478544505,TRUE,3361,"PDK2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial","PDK2","Q15119"
"X24903.7",125,0.453082368556891,0.753491738419532,TRUE,3362,"KLHL14","Kelch-like protein 14","KLH14","Q9P2G3"
"X2834.54",124,0.452559683993516,0.743528428679769,TRUE,3363,"KLK8","Kallikrein-8","kallikrein 8","O60259"
"X21342.25",125,0.452019270948553,0.72225384914986,TRUE,3364,"RGS14","Regulator of G-protein signaling 14","RGS14","O43566"
"X24711.21",124,0.450329541663257,0.759996891870135,TRUE,3365,"SHOX","Short stature homeobox protein","SHOX","O15266"
"X17319.1",124,0.449687454754905,0.769979649873085,TRUE,3366,"SELENOH","Selenoprotein H","SELH","Q8IZQ5"
"X20536.11",125,0.447859056608411,0.675664615209907,TRUE,3367,"ESAM","Endothelial cell-selective adhesion molecule","ESAM","Q96AP7"
"X12831.21",124,0.447026423052106,0.773509538024749,TRUE,3368,"TESC","Calcineurin B homologous protein 3","TESC","Q96BS2"
"X13513.174",124,0.446799804856554,0.761375784693164,TRUE,3369,"PIAS3","E3 SUMO-protein ligase PIAS3","PIAS3","Q9Y6X2"
"X12456.5",123,0.446668537097414,0.84788665071339,TRUE,3370,"PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","F263","Q16875"
"X10462.14",123,0.44552692936544,0.817109466710919,TRUE,3371,"INSL5","Insulin-like peptide INSL5","INSL5","Q9Y5Q6"
"X8013.9",124,0.444621752199298,0.75417727982612,TRUE,3372,"LMAN2L","VIP36-like protein","LMA2L","Q9H0V9"
"X15472.16",125,0.444546862325787,0.780837632672161,TRUE,3373,"LRP11","Low-density lipoprotein receptor-related protein 11","LRP11","Q86VZ4"
"X21172.11",125,0.444208883317356,0.726782930185924,TRUE,3374,"TLNRD1","Mesoderm development candidate 1","MESD1","Q9H1K6"
"X2620.4",125,0.444190448098714,0.758391344134577,TRUE,3375,"IL6ST","Interleukin-6 receptor subunit beta","gp130, soluble","P40189"
"X7997.118",125,0.444184303025834,0.602620949977133,TRUE,3376,"DOC2B","Double C2-like domain-containing protein beta","DOC2B","Q14184"
"X12618.50",124,0.443675758701222,0.767929313950501,TRUE,3377,"AKR1C1","Aldo-keto reductase family 1 member C1","Aldo-keto reductase 1C1","Q04828"
"X9445.44",124,0.443209930944182,0.782752152324569,TRUE,3378,"C19orf18","Uncharacterized protein C19orf18","CS018","Q8NEA5"
"X20229.67",124,0.442739562186236,0.812710247904611,TRUE,3379,"TM2D1","TM2 domain-containing protein 1","TM2D1","Q9BX74"
"X13439.6",121,0.442278769155725,0.853882195986959,TRUE,3380,"IQCF3","IQ domain-containing protein F3","IQCF3","P0C7M6"
"X19748.3",124,0.442001296763756,0.673610325027184,TRUE,3381,"MVD","Diphosphomevalonate decarboxylase","ERG19","P53602"
"X8389.8",123,0.441731620717789,0.704888618737413,TRUE,3382,"LRRC74A","Leucine-rich repeat-containing protein 74A","CN16B","Q0VAA2"
"X2977.7",124,0.441415864582612,0.875891248357108,TRUE,3383,"EDAR","Tumor necrosis factor receptor superfamily member EDAR","EDAR","Q9UNE0"
"X20918.28",122,0.441413156633673,0.796203918167134,TRUE,3384,"SNRPC","U1 small nuclear ribonucleoprotein C","RU1C","P09234"
"X13511.29",124,0.44118822725885,0.796598096507233,TRUE,3385,"SATB1","DNA-binding protein SATB1","SATB1","Q01826"
"X21183.1",123,0.4410830439003,0.822209756119108,TRUE,3386,"DUSP10","Dual specificity protein phosphatase 10","DUS10","Q9Y6W6"
"X8756.41",121,0.439825478984309,0.762217220325921,TRUE,3387,"KCNE5","Potassium voltage-gated channel subfamily E regulatory beta subunit 5:N-term, opposite side of membrane","KCE1L:N-term","Q9UJ90"
"X20086.5",125,0.438991716441757,0.779650472897443,TRUE,3388,"RAB11B","Ras-related protein Rab-11B","RB11B","Q15907"
"X4993.16",125,0.438942555858713,0.721218180045982,TRUE,3389,"GSTA3","Glutathione S-transferase A3","GSTA3","Q16772"
"X21740.26",125,0.438715188162132,0.756045477375999,TRUE,3390,"USP1","Ubiquitin carboxyl-terminal hydrolase 1","UBP1","O94782"
"X6975.52",124,0.438589423191927,0.728632058539485,TRUE,3391,"SNAPIN","SNARE-associated protein Snapin","SNAPN","O95295"
"X11406.82",124,0.437450033678088,0.775660411382012,TRUE,3392,"ACAD8","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8","Q9UKU7"
"X6350.43",124,0.437242299678327,0.856194913236203,TRUE,3393,"APOC2","Apolipoprotein C-II","Apo C-II","P02655"
"X2480.58",125,0.436380060467517,0.770253716743694,TRUE,3394,"TIMP3","Metalloproteinase inhibitor 3","TIMP-3","P35625"
"X5733.61",122,0.436147078847005,0.795550425236563,TRUE,3395,"IFNA10","Interferon alpha-10","IFN10","P01566"
"X2580.83",122,0.436051661004402,0.798733725683031,TRUE,3396,"MPO","Myeloperoxidase","Myeloperoxidase","P05164"
"X11257.1",125,0.435740972887939,0.767690033665377,TRUE,3397,"QDPR","Dihydropteridine reductase","DHPR","P09417"
"X14631.22",125,0.43553818548288,0.826924500569843,TRUE,3398,"DUSP16","Dual specificity protein phosphatase 16","DUS16","Q9BY84"
"X18233.10",124,0.435397873559239,0.739544932400968,TRUE,3399,"GOT2","Aspartate aminotransferase, mitochondrial","GOT2","P00505"
"X19787.14",124,0.435258421803051,0.929288626930786,TRUE,3400,"MERTK","Proto-oncogene tyrosine-protein kinase MER","MER","Q12866"
"X21649.12",115,0.435056248939537,0.742631591950648,TRUE,3401,"STX17","Syntaxin-17","STX17","P56962"
"X19492.5",123,0.43487739122583,0.862125280934529,TRUE,3402,"KAAG1","Kidney-associated antigen 1","KAAG1","Q9UBP8"
"X19556.12",124,0.434807925341894,0.827348058466151,TRUE,3403,"CR1","Complement receptor type 1","Complement receptor type 1","P17927"
"X4964.67",122,0.433304911661478,0.769806174935605,TRUE,3404,"ERAP1","Endoplasmic reticulum aminopeptidase 1","ARTS1","Q9NZ08"
"X24654.13",123,0.433011599820698,0.838792447623983,TRUE,3405,"HES6","Transcription cofactor HES-6","HES6","Q96HZ4"
"X9506.10",125,0.43237961802227,0.768467972813715,TRUE,3406,"APOL1","Apolipoprotein L1","Apo L1","O14791"
"X7944.1",125,0.432355037730748,0.775053828295952,TRUE,3407,"KIR3DL3","Killer cell immunoglobulin-like receptor 3DL3:Extracellular domain","KI3L3:ECD","Q8N743"
"X18925.24",122,0.431314423194498,0.676384589116419,TRUE,3408,"PSMA5","Proteasome subunit alpha type-5","Proteasome subunit alpha type 5","P28066"
"X4254.6",125,0.430849494875009,0.730472013309482,TRUE,3409,"NUDCD3","NudC domain-containing protein 3","NUDC3","Q8IVD9"
"X9579.59",122,0.430092601772719,0.82940900619701,TRUE,3410,"PRRG4","Transmembrane gamma-carboxyglutamic acid protein 4","TMG4","Q9BZD6"
"X13094.75",124,0.429914954959492,0.765783521181792,TRUE,3411,"RSPO3","R-spondin-3","RSPO3","Q9BXY4"
"X14329.4",124,0.428859197708638,0.822745069995018,TRUE,3412,"DIDO1","Death-inducer obliterator 1","DIDO1","Q9BTC0"
"X14101.2",125,0.428631123565126,0.754204784833646,TRUE,3413,"CNTFR","Ciliary neurotrophic factor receptor subunit alpha","CNTFR alpha","P26992"
"X19195.85",123,0.428510616341168,0.971553799387006,TRUE,3414,"RPS5","40S ribosomal protein S5","RS5","P46782"
"X13717.15",124,0.426515671327043,0.814724363701621,TRUE,3415,"FCN2","Ficolin-2","FCN2","Q15485"
"X3221.54",125,0.424950224909667,0.84871074372301,TRUE,3416,"SFRP1","Secreted frizzled-related protein 1","SARP-2","Q8N474"
"X4712.28",123,0.424802961701689,0.767928043301834,TRUE,3417,"APOD","Apolipoprotein D","Apo D","P05090"
"X5462.62",123,0.424498851938804,0.820981424317176,TRUE,3418,"FCN3","Ficolin-3","Ficolin-3","O75636"
"X24319.19",125,0.424341862694492,0.712443634499036,TRUE,3419,"CRPPA","D-ribitol-5-phosphate cytidylyltransferase","ISPD","A4D126"
"X10047.12",119,0.423485085894989,0.810368749221502,TRUE,3420,"NCF2","Neutrophil cytosol factor 2","NCF-2","P19878"
"X8635.283",124,0.423262987268464,0.801493703536838,TRUE,3421,"ZPBP","Zona pellucida-binding protein 1","ZPBP1","Q9BS86"
"X2917.3",125,0.423168153774304,0.765707947274788,TRUE,3422,"TNFSF11","Tumor necrosis factor ligand superfamily member 11","sRANKL","O14788"
"X5660.51",119,0.422543988661413,0.734607479382884,TRUE,3423,"SOD3","Extracellular superoxide dismutase [Cu-Zn]","SOD3","P08294"
"X11537.12",122,0.422363081153251,0.840820631048201,TRUE,3424,"TFR2","Transferrin receptor protein 2","TFR2","Q9UP52"
"X19259.176",125,0.422320133716786,0.865470596731128,TRUE,3425,"EIF2S1","Eukaryotic translation initiation factor 2 subunit 1","IF2A","P05198"
"X10014.31",122,0.420898521412094,0.808887664408378,TRUE,3426,"SNAI2","Zinc finger protein SNAI2","SLUG","O43623"
"X12812.25",125,0.420366000540766,0.813158871338094,TRUE,3427,"ACYP2","Acylphosphatase-2","ACYP2","P14621"
"X25409.5",125,0.420003441240813,0.718764696561872,TRUE,3428,"CCDC140","Coiled-coil domain-containing protein 140","CC140","Q96MF4"
"X18397.5",119,0.419898435218621,0.764680003168048,TRUE,3429,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4","P17516"
"X12655.30",125,0.419665462232382,0.80728305616907,TRUE,3430,"NAPB","Beta-soluble NSF attachment protein","SNAB","Q9H115"
