"EntrezGeneSymbol","rho_median","rho_mean","n_proteins","best_protein","Category1","Category2"
"NMS",0.227431054992893,0.227431054992893,1,"NMS","Others",NA
"NMT1",-0.138077314366057,-0.138077314366057,1,"NMT1.12448.246","Others",NA
"NOG",0.221058469752046,0.221058469752046,2,"NOG.5846.24","Others",NA
"NOMO2",0.248720696724109,0.248720696724109,1,"NOMO2","Others",NA
"NOP16",-0.122639268123181,-0.122639268123181,1,"NOP16","Others",NA
"NOS3",-0.110154578675497,-0.110154578675497,1,"NOS3","Others",NA
"NOTCH1",0.286690317411832,0.286690317411832,1,"NOTCH1","Astrocyte Activation",NA
"NOTCH2",0.21385396394102,0.21385396394102,1,"NOTCH2.8407.84","Astrocyte Activation",NA
"NOTCH3",0.257025733569728,0.257025733569728,1,"NOTCH3","Others",NA
"NOTUM",0.176576412862947,0.176576412862947,1,"NOTUM","Others",NA
"NOVA1",0.0989893342774275,0.0989893342774275,1,"NOVA1","Others",NA
"NPL",-0.151810348550231,-0.151810348550231,1,"NPL","Others",NA
"NPLOC4",0.256455608281528,0.256455608281528,1,"NPLOC4","Others",NA
"NPM1",-0.0999315632601765,-0.0999315632601765,1,"NPM1.21244.57","Others",NA
"NPM2",0.182161972985445,0.182161972985445,1,"NPM2","Others",NA
"NPNT",0.268611302442368,0.268611302442368,1,"NPNT","Others",NA
"NPPB",0.124434052860314,0.124434052860314,2,"NPPB.16751.15","Others",NA
"NPPC",0.205501541042519,0.205501541042519,1,"NPPC","Others",NA
"NPS",0.121062813877705,0.121062813877705,1,"NPS","Others",NA
"NPTN",0.324192372973123,0.324192372973123,1,"NPTN","Others",NA
"NPTX1",0.105773910707181,0.105773910707181,1,"NPTX1","Others",NA
"NPTX2",0.155010992437942,0.155010992437942,1,"NPTX2","Others",NA
"NPTXR",0.133799715180128,0.133799715180128,2,"NPTXR.15511.37","Others",NA
"NQO2",0.163622290797274,0.163622290797274,1,"NQO2","Others",NA
"NR1D2",0.098716849362089,0.098716849362089,1,"NR1D2","Others",NA
"NR1H4",0.155457058538096,0.155457058538096,1,"NR1H4","Others",NA
"NR2C2AP",0.0955045354309256,0.0955045354309256,1,"NR2C2AP","Others",NA
"NR3C1",-0.113987028881081,-0.113987028881081,1,"NR3C1","Others",NA
"NR3C2",0.181970569535538,0.181970569535538,1,"NR3C2","Others",NA
"NRAS",-0.107340852092754,-0.107340852092754,1,"NRAS","Growth Factor Signaling",NA
"NRBP1",0.179888749988873,0.179888749988873,1,"NRBP1","Others",NA
"NRCAM",0.179849731526723,0.179849731526723,1,"NRCAM","Others",NA
"NRG1",0.19004930066995,0.19004930066995,1,"NRG1.9178.30","Others",NA
"NRG2",0.105163907139411,0.105163907139411,1,"NRG2","Others",NA
"NRG3",0.329266589060667,0.329266589060667,2,"NRG3.10981.56","Others",NA
"NRG4",0.164114770319029,0.164114770319029,1,"NRG4","Others",NA
"NRGN",0.529147052869192,0.529147052869192,1,"NRGN","Synaptic Proteins",NA
"NRL",-0.117658317853935,-0.117658317853935,1,"NRL","Others",NA
"NRP1",0.268311671193453,0.268311671193453,2,"NRP1.3214.3","Others",NA
"NRP2",0.26051610848868,0.26051610848868,2,"NRP2.6590.54","Others",NA
"NRSN1",0.130173922457424,0.130173922457424,1,"NRSN1","Others",NA
"NRXN1",0.352234532929824,0.305389749801058,3,"NRXN1.5110.84","Others",NA
"NRXN3",0.173011280170303,0.173011280170303,2,"NRXN3.16323.8","Others",NA
"NSF",0.126230466856156,0.126230466856156,1,"NSF","Others",NA
"NSFL1C",0.483616728119746,0.483616728119746,1,"NSFL1C","Others",NA
"NT5C",0.218643945924686,0.218643945924686,1,"NT5C","Others",NA
"NT5C2",-0.264734518857185,-0.264734518857185,1,"NT5C2","Others",NA
"NT5C3B",0.142505859630226,0.142505859630226,1,"NT5C3B","Others",NA
"NT5DC1",0.161840610462345,0.161840610462345,1,"NT5DC1","Others",NA
"NT5DC3",0.3452083086701,0.3452083086701,1,"NT5DC3","Others",NA
"NT5E",0.0893570941453987,0.0893570941453987,1,"NT5E.15452.5","Others",NA
"NTF4",-0.148287779608451,-0.148287779608451,1,"NTF4","Others",NA
"NTM",0.2621356147118,0.2621356147118,2,"NTM.10907.116","Others",NA
"NTN1",0.301320064711855,0.301320064711855,2,"NTN1.9013.60","Others",NA
"NTN4",0.224410269795878,0.224410269795878,1,"NTN4","Others",NA
"NTNG1",0.198408520217655,0.198408520217655,1,"NTNG1","Others",NA
"NTRK1",-0.219161273281164,-0.219161273281164,1,"NTRK1","Growth Factor Signaling",NA
"NTRK2",0.296507079648355,0.296507079648355,1,"NTRK2","Synaptic Proteins","Growth Factor Signaling"
"NTRK3",0.299073475908229,0.299073475908229,1,"NTRK3","Growth Factor Signaling",NA
"NUBP1",0.191966039945493,0.191966039945493,1,"NUBP1","Others",NA
"NUCB1",0.0887133027151267,0.0887133027151267,1,"NUCB1","Others",NA
"NUCB2",0.23327669950895,0.23327669950895,1,"NUCB2","Others",NA
"NUDC",0.36427263111523,0.36427263111523,1,"NUDC.8887.21","Others",NA
"NUDCD2",0.232034504866227,0.232034504866227,1,"NUDCD2","Others",NA
"NUDCD3",0.275681943070527,0.275681943070527,1,"NUDCD3","Others",NA
"NUDT1",0.118143038017454,0.118143038017454,1,"NUDT1","Others",NA
"NUDT12",0.123095699792486,0.123095699792486,1,"NUDT12","Others",NA
"NUDT16",0.157213249657388,0.157213249657388,1,"NUDT16","Others",NA
"NUDT16L1",0.255877983279584,0.255877983279584,1,"NUDT16L1","Others",NA
"NUDT2",0.284033786799117,0.284033786799117,1,"NUDT2","Others",NA
"NUDT21",0.211845112321349,0.211845112321349,1,"NUDT21","Others",NA
"NUDT3",0.443899438390932,0.443899438390932,1,"NUDT3","Others",NA
"NUDT5",0.345805265809144,0.345805265809144,1,"NUDT5","Others",NA
"NUDT9",0.208016907263741,0.208016907263741,1,"NUDT9","Others",NA
"NUP98",-0.167617036803059,-0.167617036803059,1,"NUP98","Others",NA
"NUTF2",0.260150472139853,0.260150472139853,1,"NUTF2","Others",NA
"NXPH1",0.12916017543449,0.12916017543449,2,"NXPH1.4562.1","Others",NA
"NXPH2",0.287858841798399,0.287858841798399,1,"NXPH2","Others",NA
"NXPH3",-0.109777139863171,-0.109777139863171,1,"NXPH3","Others",NA
"NXT1",0.12026205785343,0.12026205785343,1,"NXT1","Others",NA
"OAT",0.209467983807746,0.209467983807746,1,"OAT","Others",NA
"OBP2A",-0.091473576587146,-0.091473576587146,1,"OBP2A","Others",NA
"OCIAD1",0.122517242608511,0.122517242608511,1,"OCIAD1.16802.31","Others",NA
"OCLN",-0.0913825433611696,-0.0913825433611696,1,"OCLN","Others",NA
"ODC1",-0.129172758193979,-0.129172758193979,1,"ODC1","Others",NA
"OIT3",-0.207715898859623,-0.207715898859623,1,"OIT3","Others",NA
"OLA1",0.213590985353022,0.213590985353022,1,"OLA1","Others",NA
"OLAH",0.169213076701333,0.169213076701333,1,"OLAH","Others",NA
"OLFM1",0.274384082873816,0.274384082873816,1,"OLFM1","Others",NA
"OLFM2",0.187941823855789,0.187941823855789,2,"OLFM2.19377.14","Others",NA
"OLFM3",-0.228304757556124,-0.228304757556124,1,"OLFM3.10643.16","Others",NA
"OLFML3",0.144899028351633,0.144899028351633,2,"OLFML3.8660.5","Others",NA
"OLR1",0.429705250064066,0.429705250064066,2,"OLR1.7893.19","Others",NA
"OMD",0.147208579403289,0.147208579403289,2,"OMD.5358.3","Others",NA
"OMG",0.0967293232287836,0.0967293232287836,1,"OMG","Others",NA
"OMP",0.172945963076518,0.172945963076518,1,"OMP","Others",NA
"OPCML",0.309105640846709,0.309105640846709,1,"OPCML.15622.13","Others",NA
"OPHN1",0.130319034339384,0.130319034339384,1,"OPHN1","Others",NA
"OPTC",-0.118309612150557,-0.118309612150557,1,"OPTC","Others",NA
"ORC6",-0.151082056769192,-0.151082056769192,1,"ORC6","Others",NA
"OSBP",-0.182113051035022,-0.182113051035022,1,"OSBP","Others",NA
"OSBPL11",-0.103138409360784,-0.103138409360784,1,"OSBPL11","Others",NA
"OSCAR",0.126607809211242,0.126607809211242,1,"OSCAR.8702.42","Others",NA
"OSMR",0.121003328992907,0.121003328992907,1,"OSMR","Others",NA
"OSTF1",-0.16218343034498,-0.16218343034498,1,"OSTF1","Others",NA
"OTC",-0.234974563880554,-0.234974563880554,1,"OTC","Others",NA
"OTUB2",-0.0995938812910404,-0.0995938812910404,1,"OTUB2","Others",NA
"OTUD7B",0.117060497788441,0.117060497788441,1,"OTUD7B","Others",NA
"OTULIN",0.340425700436759,0.340425700436759,1,"OTULIN","Others",NA
"OTX1",-0.142528952014402,-0.142528952014402,1,"OTX1","Others",NA
"OVCA2",0.134938422568835,0.134938422568835,1,"OVCA2","Others",NA
"OXCT1",0.271633385240247,0.271633385240247,1,"OXCT1","Others",NA
"OXLD1",0.122457326905157,0.122457326905157,1,"OXLD1","Others",NA
"OXT",0.16321852636401,0.16321852636401,1,"OXT.8356.88","Others",NA
"P4HA2",0.24087023677945,0.24087023677945,1,"P4HA2","Others",NA
"P4HB",0.193329951684786,0.193329951684786,1,"P4HB.11450.110","Others",NA
"PABPC4",0.125817030500856,0.125817030500856,1,"PABPC4","Others",NA
"PABPN1",-0.149837971902251,-0.149837971902251,1,"PABPN1","Others",NA
"PACSIN2",-0.133124948289123,-0.133124948289123,1,"PACSIN2","Others",NA
"PADI2",-0.201143103332429,-0.201143103332429,1,"PADI2","Others",NA
"PADI4",-0.114119599509626,-0.114119599509626,1,"PADI4","Others",NA
"PAFAH1B2",0.194121274732408,0.194121274732408,1,"PAFAH1B2","Others",NA
"PAFAH2",-0.18886755518354,-0.18886755518354,1,"PAFAH2","Others",NA
"PAGE4",-0.102792293572901,-0.102792293572901,1,"PAGE4","Others",NA
"PAICS",-0.158648915484963,-0.158648915484963,1,"PAICS","Others",NA
"PAIP1",0.108870841798485,0.108870841798485,1,"PAIP1","Others",NA
"PAK4",-0.0881177388315901,-0.0881177388315901,1,"PAK4","Others",NA
"PAK6",0.229029714329419,0.229029714329419,1,"PAK6","Others",NA
"PALM",0.316763219696184,0.316763219696184,1,"PALM","Others",NA
"PALMD",0.358405154914324,0.358405154914324,1,"PALMD","Others",NA
"PAM",0.214765366659878,0.214765366659878,1,"PAM","Others",NA
"PAPPA2",-0.208981830554678,-0.208981830554678,1,"PAPPA2","Others",NA
"PARK7",0.368455604458416,0.368455604458416,1,"PARK7.19523.215","Others",NA
"PARP11",-0.181689051872754,-0.181689051872754,1,"PARP11","Others",NA
"PARP16",-0.14144397911201,-0.14144397911201,1,"PARP16","Others",NA
"PARVA",0.281454610657106,0.281454610657106,1,"PARVA","Others",NA
"PATE1",-0.153736925330888,-0.153736925330888,1,"PATE1","Others",NA
"PAX4",0.135078573320429,0.135078573320429,1,"PAX4","Others",NA
"PBK",0.103422415737947,0.103422415737947,1,"PBK","Others",NA
"PBRM1",-0.192073434386034,-0.192073434386034,1,"PBRM1","Others",NA
"PCBD1",0.260943241155824,0.260943241155824,1,"PCBD1","Others",NA
"PCBD2",-0.198449932436778,-0.198449932436778,1,"PCBD2","Others",NA
"PCBP1",0.118978170264961,0.118978170264961,1,"PCBP1","Others",NA
"PCBP3",0.190261418807532,0.190261418807532,1,"PCBP3","Others",NA
"PCDH1",0.280885942340963,0.280885942340963,1,"PCDH1","Others",NA
"PCDH10",0.084610953901533,0.084610953901533,2,"PCDH10.9018.38","Others",NA
"PCDH17",0.287629324100594,0.287629324100594,1,"PCDH17","Others",NA
"PCDH9",0.272272370303995,0.272272370303995,1,"PCDH9","Others",NA
"PCDHA7",0.245685471101079,0.245685471101079,1,"PCDHA7","Others",NA
"PCDHAC2",0.316845974591402,0.316845974591402,1,"PCDHAC2","Others",NA
"PCDHB10",0.119867360854181,0.119867360854181,1,"PCDHB10","Others",NA
"PCDHGA10",0.334149483186321,0.334149483186321,1,"PCDHGA10","Others",NA
"PCDHGA12",0.330112485260172,0.330112485260172,1,"PCDHGA12","Others",NA
"PCDHGA2",-0.226132467896736,-0.226132467896736,1,"PCDHGA2","Others",NA
"PCDHGC3",0.149292524586115,0.149292524586115,1,"PCDHGC3","Others",NA
"PCK1",-0.167700446399335,-0.167700446399335,1,"PCK1","Others",NA
"PCLAF",0.277243425975151,0.277243425975151,1,"PCLAF","Others",NA
"PCMT1",-0.125227803358661,-0.125227803358661,1,"PCMT1","Others",NA
"PCOLCE",0.182741392051726,0.182741392051726,1,"PCOLCE","Others",NA
"PCP4L1",0.332536280820421,0.332536280820421,1,"PCP4L1","Others",NA
"PCSK1",0.177511520523,0.177511520523,1,"PCSK1","Others",NA
"PCSK1N",0.227915150999054,0.227915150999054,1,"PCSK1N","Others",NA
"PCSK2",0.167699878883345,0.167699878883345,2,"PCSK2.15440.57","Others",NA
"PCSK7",0.17675293000072,0.17675293000072,1,"PCSK7","Others",NA
"PCSK9",0.156394464567375,0.156394464567375,2,"PCSK9.8246.9","Others",NA
"PCTP",0.131389209263723,0.131389209263723,1,"PCTP","Others",NA
"PCYOX1",0.13434073558691,0.13434073558691,1,"PCYOX1","Others",NA
"PCYOX1L",0.108279734078235,0.108279734078235,1,"PCYOX1L","Others",NA
"PDAP1",-0.153375571036834,-0.153375571036834,1,"PDAP1","Others",NA
"PDCD5",0.458298875325868,0.458298875325868,1,"PDCD5","Others",NA
"PDCL3",0.139454485766109,0.139454485766109,1,"PDCL3","Others",NA
"PDE1A",-0.124485387991922,-0.124485387991922,1,"PDE1A","Others",NA
"PDE1B",0.492570960187336,0.492570960187336,1,"PDE1B","Others",NA
"PDE2A",-0.0997707094515977,-0.0997707094515977,1,"PDE2A","Others",NA
"PDE3A",0.100443165495324,0.100443165495324,1,"PDE3A","Others",NA
"PDE6D",0.391008825797445,0.391008825797445,1,"PDE6D","Others",NA
"PDE9A",0.176556202873597,0.176556202873597,1,"PDE9A","Others",NA
"PDGFA",-0.125473665843701,-0.125473665843701,1,"PDGFA","Others",NA
"PDGFC",0.163327767322716,0.163327767322716,1,"PDGFC.13658.31","Others",NA
"PDGFRA",0.171594473031523,0.171594473031523,1,"PDGFRA","Growth Factor Signaling",NA
"PDHA2",0.142711608231012,0.142711608231012,1,"PDHA2","Others",NA
"PDHB",-0.128203412376984,-0.128203412376984,1,"PDHB","Metabolism",NA
"PDHX",0.232508048306924,0.232508048306924,1,"PDHX","Others",NA
"PDIA3",0.272800619316719,0.272800619316719,2,"PDIA3.7832.181","Others",NA
"PDIA4",0.188731233842562,0.187024843082875,3,"PDIA4.7146.16","Others",NA
"PDIA5",-0.202575405254105,-0.202575405254105,1,"PDIA5","Others",NA
"PDIA6",0.308572713305832,0.308572713305832,1,"PDIA6","Others",NA
"PDLIM3",0.225013143967366,0.225013143967366,1,"PDLIM3","Others",NA
"PDLIM4",0.371878312597335,0.371878312597335,1,"PDLIM4","Others",NA
"PDLIM5",0.333262360006977,0.333262360006977,1,"PDLIM5","Others",NA
"PDP1",-0.101693543443518,-0.101693543443518,1,"PDP1","Others",NA
"PDPK1",-0.204982020581694,-0.204982020581694,1,"PDPK1","Tau Kinases",NA
"PDRG1",-0.129300059410239,-0.129300059410239,1,"PDRG1","Others",NA
"PDXP",0.373036419046128,0.373036419046128,1,"PDXP","Others",NA
"PDYN",0.0888910318580513,0.0888910318580513,1,"PDYN","Others",NA
"PEA15",0.370152000326948,0.370152000326948,1,"PEA15","Others",NA
"PEAR1",0.151499974674529,0.151499974674529,2,"PEAR1.8275.31","Others",NA
"PEBP1",0.502812359896117,0.502812359896117,1,"PEBP1","Others",NA
"PECAM1",-0.155052901768316,-0.155052901768316,1,"PECAM1","Others",NA
"PECR",-0.105903381649229,-0.105903381649229,1,"PECR","Others",NA
"PEF1",0.2407389095145,0.2407389095145,1,"PEF1","Others",NA
"PELI1",-0.145353722184257,-0.145353722184257,1,"PELI1","Others",NA
"PELO",0.126400187097191,0.126400187097191,1,"PELO","Others",NA
"PENK",0.147591595888621,0.147591595888621,1,"PENK","Others",NA
"PET117",0.212334582064435,0.212334582064435,1,"PET117","Others",NA
"PEX14",0.437818645428074,0.437818645428074,1,"PEX14.8300.82","Others",NA
"PFDN2",0.321956169416781,0.321956169416781,1,"PFDN2","Others",NA
"PFDN4",0.384132963098363,0.384132963098363,1,"PFDN4","Others",NA
"PFKFB1",-0.099125338898626,-0.099125338898626,1,"PFKFB1","Others",NA
"PFKFB3",-0.123135238719327,-0.123135238719327,1,"PFKFB3","Others",NA
"PFKFB4",-0.162692551735074,-0.162692551735074,1,"PFKFB4","Others",NA
"PFKM",0.138130184207398,0.138130184207398,1,"PFKM","Metabolism",NA
"PFN1",0.290910962974178,0.290910962974178,1,"PFN1","Others",NA
"PGA4",0.216940208279018,0.216940208279018,1,"PGA4","Others",NA
"PGAM1",0.330816785840761,0.330816785840761,1,"PGAM1","Metabolism",NA
"PGAM2",0.327452141062315,0.327452141062315,1,"PGAM2","Others",NA
"PGK1",0.266632011269707,0.266632011269707,1,"PGK1","Metabolism",NA
"PGLS",0.287031952483818,0.287031952483818,1,"PGLS","Others",NA
"PGLYRP1",-0.0269774976691357,-0.0269774976691357,2,"PGLYRP1.3329.14","Others",NA
"PGLYRP4",-0.132893002113414,-0.132893002113414,1,"PGLYRP4","Others",NA
"PGM1",0.224260349688535,0.224260349688535,1,"PGM1","Others",NA
"PGM5",0.242938971932018,0.242938971932018,1,"PGM5","Others",NA
"PGP",0.363901672574943,0.363901672574943,1,"PGP","Others",NA
"PGR",0.189935217935994,0.189935217935994,1,"PGR","Others",NA
"PGRMC1",0.291951103253022,0.291951103253022,1,"PGRMC1","Others",NA
"PGRMC2",-0.121887537221823,-0.121887537221823,1,"PGRMC2.10631.9","Others",NA
"PHB2",-0.0893109291385518,-0.0893109291385518,1,"PHB2.21658.15","Others",NA
"PHETA2",-0.128934034844348,-0.128934034844348,1,"PHETA2","Others",NA
"PHEX",0.223294052076213,0.223294052076213,1,"PHEX","Others",NA
"PHF3",-0.226328161076373,-0.226328161076373,1,"PHF3","Others",NA
"PHGDH",0.139526340042566,0.139526340042566,1,"PHGDH","Others",NA
"PHKA1",-0.130567852695425,-0.130567852695425,1,"PHKA1","Others",NA
"PHPT1",0.250716625329743,0.250716625329743,1,"PHPT1","Others",NA
"PHYH",0.14286707333046,0.14286707333046,1,"PHYH","Others",NA
"PHYHIP",0.113599087774259,0.113599087774259,1,"PHYHIP","Others",NA
"PHYHIPL",0.485160435002901,0.485160435002901,1,"PHYHIPL","Others",NA
"PI15",-0.149050384353506,-0.149050384353506,1,"PI15","Others",NA
"PIANP",0.250840820754709,0.250840820754709,2,"PIANP.14114.18","Others",NA
"PID1",-0.125476777718521,-0.125476777718521,1,"PID1","Others",NA
"PIEZO1",0.110889440209366,0.110889440209366,1,"PIEZO1","Others",NA
"PIGR",0.26175107209269,0.26175107209269,1,"PIGR","Others",NA
"PIH1D1",0.148459749839579,0.148459749839579,1,"PIH1D1","Others",NA
"PIK3C3",-0.200785018883703,-0.200785018883703,1,"PIK3C3","Others",NA
"PIK3CA.PIK3R1",0.112112638400018,0.112112638400018,1,"PIK3CA.PIK3R1","Others",NA
"PIK3IP1",-0.0941951182539311,-0.0941951182539311,1,"PIK3IP1","Others",NA
"PIK3R1",-0.221815756555052,-0.221815756555052,1,"PIK3R1","Growth Factor Signaling",NA
"PIN1",0.488544599654496,0.488544599654496,1,"PIN1.15474.7","Tau Folding/Stability",NA
"PIP4K2B",-0.216687140946943,-0.216687140946943,2,"PIP4K2B.23006.19","Others",NA
"PITPNA",0.299646963032775,0.299646963032775,1,"PITPNA","Others",NA
"PITPNB",-0.184876398696949,-0.184876398696949,1,"PITPNB","Others",NA
"PITX3",-0.220907896982993,-0.220907896982993,1,"PITX3","Others",NA
"PKD2",0.0393631851335768,0.0393631851335768,2,"PKD2.13486.9","Others",NA
"PKLR",-0.101839471517135,-0.101839471517135,2,"PKLR.11203.97","Others",NA
"PKN2",0.159623180800207,0.159623180800207,1,"PKN2","Others",NA
"PLA2G10",-0.198715295772616,-0.198715295772616,1,"PLA2G10","Others",NA
"PLA2G12A",0.16831255295699,0.16831255295699,1,"PLA2G12A","Others",NA
"PLA2G1B",-0.113790528631303,-0.113790528631303,1,"PLA2G1B","Others",NA
"PLA2G2C",-0.0915904876932065,-0.0915904876932065,1,"PLA2G2C","Others",NA
"PLA2G2E",0.221556150376517,0.221556150376517,1,"PLA2G2E.13670.81","Others",NA
"PLA2G5",-0.0961532201783979,-0.0961532201783979,1,"PLA2G5","Others",NA
"PLA2G7",0.227911788247749,0.227911788247749,1,"PLA2G7","Others",NA
"PLAAT2",-0.134658768385302,-0.134658768385302,1,"PLAAT2","Others",NA
"PLAUR",0.36985563655976,0.36985563655976,1,"PLAUR","Others",NA
"PLBD1",-0.131098885046268,-0.131098885046268,1,"PLBD1","Others",NA
"PLBD2",-0.138552277888449,-0.138552277888449,1,"PLBD2","Others",NA
"PLCB1",0.472531538233235,0.472531538233235,1,"PLCB1","Others",NA
"PLCD1",0.314703992834209,0.314703992834209,1,"PLCD1","Others",NA
"PLCD3",-0.259208536811482,-0.259208536811482,1,"PLCD3","Others",NA
"PLCG1",0.152869945552072,0.152869945552072,1,"PLCG1","Others",NA
"PLCXD3",0.198376202073643,0.198376202073643,1,"PLCXD3","Others",NA
"PLD3",0.303296851852218,0.303296851852218,1,"PLD3","Others",NA
"PLEKHA7",0.169985072458466,0.169985072458466,1,"PLEKHA7","Others",NA
"PLEKHB1",0.282925987918933,0.282925987918933,1,"PLEKHB1","Others",NA
"PLEKHO2",0.41962195784965,0.41962195784965,1,"PLEKHO2","Others",NA
"PLK1",-0.107564684095743,-0.107564684095743,1,"PLK1","Others",NA
"PLPBP",0.249332250730283,0.249332250730283,1,"PLPBP","Others",NA
"PLTP",-0.146661028036124,-0.146661028036124,1,"PLTP.6263.77","Others",NA
"PLVAP",-0.205250867844362,-0.205250867844362,1,"PLVAP","Others",NA
"PLXDC1",0.162529330621783,0.162529330621783,1,"PLXDC1","Others",NA
"PLXDC2",0.287745020447801,0.287745020447801,1,"PLXDC2.10576.7","Others",NA
"PLXNA1",0.26497059509953,0.26497059509953,1,"PLXNA1","Others",NA
"PLXNA4",0.25771043838739,0.25771043838739,1,"PLXNA4","Others",NA
"PLXNB2",0.244187135530271,0.244187135530271,1,"PLXNB2","Others",NA
"PLXNB3",0.182820930850004,0.182820930850004,1,"PLXNB3","Others",NA
"PLXNC1",0.253684720775361,0.253684720775361,1,"PLXNC1","Others",NA
"PLXND1",0.288598627898028,0.288598627898028,1,"PLXND1","Others",NA
"PMEL",-0.113274758182919,-0.113274758182919,1,"PMEL","Others",NA
"PML",-0.123935287042694,-0.123935287042694,1,"PML","Others",NA
"PNKP",-0.229582684364672,-0.229582684364672,1,"PNKP","Others",NA
"PNMT",-0.129654905891959,-0.129654905891959,1,"PNMT","Others",NA
"PNPO",0.159055798159168,0.159055798159168,1,"PNPO","Others",NA
"POFUT1",0.175597720245068,0.175597720245068,1,"POFUT1","Others",NA
"POLB",-0.224790730981275,-0.224790730981275,1,"POLB","Others",NA
"POLE2",-0.09019799213075,-0.09019799213075,1,"POLE2","Others",NA
"POLR1C",-0.164120035446914,-0.164120035446914,1,"POLR1C","Others",NA
"POLR2E",-0.191164469627805,-0.191164469627805,1,"POLR2E","Others",NA
"POLR2F",-0.163019268760438,-0.163019268760438,1,"POLR2F","Others",NA
"POLR2I",-0.0956078965957766,-0.0956078965957766,1,"POLR2I","Others",NA
"POLR2K",0.203402431687227,0.203402431687227,1,"POLR2K","Others",NA
"POMC",0.15691385792732,0.15691385792732,1,"POMC.9204.33","Others",NA
"POMGNT2",0.200938504214852,0.200938504214852,1,"POMGNT2","Others",NA
"POMK",0.256973687581012,0.256973687581012,1,"POMK","Others",NA
