"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","73/1904","126/3379",0.579365079365079,1.0281904428438,0.366363689238545,0.393044760432434,0.764452504477433,0.665695482367909,"NEFL/PSMB6/NRG3/CHCHD10/ATF6/DNAI1/MAP1LC3B/RAB39B/PSMA7/PSMB5/PSMB1/UBQLN4/NUP98/PRKN/PSMD4/APAF1/PSMD9/TANK/PSMA4/NRG4/ANXA7/SEC13/SQSTM1/PPP3R1/MAP2K6/RAB5A/ANXA11/MAP1LC3A/COX5A/PSMB3/PSMB4/PPP3R2/PSMA5/UBQLN2/RAB1A/PSMB2/PFN1/UBQLN3/PSMC3/PSMD6/KLC3/NCBP1/VCP/HDAC6/PSMC5/PIK3C3/ERBB4/TNFRSF1A/SOD1/CYCS/TNFRSF1B/TBK1/BCL2/PSMA1/PSMD7/PSMA2/BCL2L1/MAPK11/MAPK13/MAPK14/BID/BAD/TP53/VAPB/NDUFV2/ATP5PF/NRG2/COX6C/NRG1/ATP5PO/NDUFB8/NEFH/NXT1",73
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","21/1904","35/3379",0.6,1.06481092436975,0.437840960570099,0.397702004461471,0.764452504477433,0.665695482367909,"RAF1/PDGFRA/NRAS/PLCB1/GJD2/TJP1/PRKG1/PDGFC/MAP2K5/EGFR/MAPK3/MAP2K1/MAPK1/MAP2K2/PDGFA/KRAS/GRB2/PRKCB/PRKCG/SRC/EGF",21
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","53/1904","91/3379",0.582417582417582,1.03360767383877,0.369199011824733,0.39824987710297,0.764452504477433,0.665695482367909,"PSMB6/ATF6/PSMA7/PSMB5/PSMB1/PRKN/PSMD4/APAF1/PSMD9/PSMA4/MAPK10/MAPK9/UBE2G1/COX5A/PSMB3/PSMB4/PSMA5/PSMB2/PARK7/SEPTIN5/GPR37/UBA7/PSMC3/PSMD6/KLC3/PSMC5/SOD1/CYCS/HTRA2/CAMK2A/CAMK2B/CAMK2D/MAPK8/PSMA1/UBE2L3/PSMD7/PSMA2/BCL2L1/RPS27A/PLCG1/UCHL1/PPIF/TP53/UBC/UBB/UBE2J1/NDUFV2/ATP5PF/SNCA/KEAP1/COX6C/ATP5PO/NDUFB8",53
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","25/1904","42/3379",0.595238095238095,1.05636004401761,0.417527562375067,0.399570141771363,0.764452504477433,0.665695482367909,"SAMHD1/PCBP1/IFI16/POLR1C/IFNA10/IFNA21/IFNA4/FADD/IRF3/CASP8/POLR2K/POLR2E/POLR2F/IKBKG/ZBP1/PYCARD/IKBKB/CCL5/IL6/AIM2/IL1B/TBK1/DNASE2B/IFNA14/NFKB1",25
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","25/1904","42/3379",0.595238095238095,1.05636004401761,0.417527562375067,0.399570141771363,0.764452504477433,0.665695482367909,"CREB3L4/PLCB1/AKT2/LDHA/PGAM2/PPP3R1/AKT1/PFKM/PCK1/PPP3R2/FOXO1/PFKFB1/PDHB/PPP4C/PHKA1/PDHA2/CAMK2A/CAMK2B/AKT3/CAMK2D/LDHB/PGAM1/FBP1/LDHC/FBP2",25
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","37/1904","63/3379",0.587301587301587,1.04227524343071,0.384783477536621,0.400758434165442,0.764452504477433,0.665695482367909,"ACE/PLCB1/PPP2R1A/IL10/TGFB1/AKT2/KNG1/MAPK10/MAPK9/AKT1/FADD/CASP8/CD3E/IKBKG/IKBKB/CCL5/IL6/TNFRSF1A/C3/MAPK3/IL1B/FASLG/MAPK1/AKT3/TGFB3/MAPK8/TLR2/TGFB2/MAPK11/MAPK13/MAPK14/CALR/FAS/IFNGR1/PIK3R1/IFNGR2/NFKB1",37
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","14/1904","23/3379",0.608695652173913,1.08024296675192,0.438659160870119,0.413549885029833,0.777209203180119,0.676804186501348,"ITGB7/MADCAM1/IL10/IL15RA/CCL25/TGFB1/IL6/CD80/TNFRSF13B/CCL28/PIGR/IL5/ICOSLG/CD86",14
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","18/1904","30/3379",0.6,1.06481092436975,0.405059249516392,0.415980576251961,0.777209203180119,0.676804186501348,"STAR/CREB3L4/PLCB1/ATF6B/ATP1B1/CAMK4/SCARB1/ATF1/CAMK2A/CAMK2B/CAMK2D/AGT/CAMK1/PDE2A/PRKCB/PRKCG/ATP1B2/POMC",18
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","30/1904","51/3379",0.588235294117647,1.04393227879387,0.359124012408514,0.416456532139135,0.777209203180119,0.676804186501348,"RAF1/CREB3L4/PLCB1/ATF6B/PRKG1/ATP1B1/GTF2I/AKT2/KNG1/PPP3R1/AKT1/NPPB/PPP3R2/PPP1CC/NPPC/MYL9/NOS3/MAPK3/MAP2K1/MAPK1/AKT3/INSR/MAP2K2/PDE2A/PPIF/PDE3A/BAD/ATP1B2/KCNMB3/VASP",30
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","22/1904","37/3379",0.594594594594595,1.05521803315921,0.383659412082902,0.416866754432973,0.777209203180119,0.676804186501348,"ILK/APOA5/FABP1/HMGCS1/HMGCS2/FABP4/DBI/ACAA1/PCK1/ACOX1/LPL/PPARG/SCP2/ME1/CD36/OLR1/PDPK1/FABP3/UBC/PLTP/UBB/APOA2",22
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","55/1904","95/3379",0.578947368421053,1.02744913754976,0.308287713288743,0.421050396371567,0.780599049452905,0.679756110049898,"ENO2/ENO1/COL1A1/COL6A1/COL6A3/ITGB7/TTN/DES/CAPN3/PDLIM4/LMOD1/TMOD2/TMOD3/CSRP2/DSC2/ATP1B1/ZYX/BGN/ANKRD1/AGRN/VIM/HSPG2/SDC3/ENO3/JUP/TNNT3/AMPD2/SNTA1/FN1/MYL4/COL9A3/DSG2/MYL9/ITGA6/COL5A1/PDLIM3/TCAP/DAG1/TRIM55/PDLIM5/DTNA/DIAPH1/ANKRD2/THBS2/THBS4/THBS1/TNNI2/ATP1B2/ANK2/TPM4/ITGB6/THBS3/SNTB1/CSRP3/SYNE2",55
"Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","7/1904","11/3379",0.636363636363636,1.1293449197861,0.488120403355472,0.432782461806556,0.783264493579335,0.682077214504493,"HEXB/B3GALT5/ST8SIA1/HEXA/ST3GAL1/FUT2/ABO",7
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","27/1904","46/3379",0.58695652173913,1.04166286079649,0.323204672857597,0.433592936787954,0.783264493579335,0.682077214504493,"RAF1/ELK1/NRAS/GNRH2/PLCB1/PTK2B/MAP3K3/MAPK10/MAPK9/MAP2K6/EGFR/MAPK3/MAP2K1/MAPK1/CAMK2A/CAMK2B/CAMK2D/MAP2K2/MAPK8/MMP14/MAPK11/MAPK13/MAPK14/KRAS/GRB2/PRKCB/SRC",27
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","11/1904","18/3379",0.611111111111111,1.08452964519141,0.408487081907309,0.436632799772558,0.783264493579335,0.682077214504493,"RPE/UGP2/KL/SORD/GUSB/AKR1B10/AKR1B1/CRPPA/CRYL1/AKR1A1/UGT2A1",11
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","11/1904","18/3379",0.611111111111111,1.08452964519141,0.408487081907309,0.436632799772558,0.783264493579335,0.682077214504493,"ASL/GAD1/ALDH5A1/NIT2/ASPA/GOT2/ASRGL1/GLUL/GPT/ADSL/FOLH1",11
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","11/1904","18/3379",0.611111111111111,1.08452964519141,0.408487081907309,0.436632799772558,0.783264493579335,0.682077214504493,"GAD1/ALDH3A1/HIBCH/ALDH3B1/ACADS/ALDH6A1/ALDH7A1/ACOX1/CNDP2/AOC2/CNDP1",11
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","48/1904","83/3379",0.578313253012048,1.02632378252506,0.275842400361957,0.43672929338969,0.783264493579335,0.682077214504493,"NCF2/ACE/COL1A1/PLCB1/TGFB1/AKT2/MAPK10/MAPK9/AKT1/COX5A/RAC2/GSR/PPP1CC/G6PD/NOS3/PDHB/MPC1/GSK3B/PTPA/PDHA2/MMP9/PRKCZ/CD36/CAMK2A/CAMK2B/AKT3/CAMK2D/CMA1/INSR/AGT/TGFB3/MAPK8/PTEN/TGFB2/MAPK11/MAPK13/MAPK14/PPIF/PRKCB/PRKCG/CTSD/NDUFV2/ATP5PF/PIK3R1/COX6C/ATP5PO/NDUFB8/NFKB1",48
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","46/1904","80/3379",0.575,1.02044380252101,0.210224243049911,0.463547829733213,0.818090916264118,0.712404529952486,"STAT3/NRAS/CREB3L4/SYK/ATF6B/YWHAB/IRF9/MAD1L1/H2BC21/YWHAE/STAT5B/IRF3/CASP8/RANBP1/HDAC2/KAT2A/CCNE1/STAT5A/POLB/GTF2E2/IKBKG/YWHAH/H2BC12/SKP2/SND1/HDAC6/IL6ST/C3/CHEK1/MAPK3/TBP/MAPK1/LYN/MAPKAPK2/YWHAG/GSN/RB1/KRAS/GRB2/SRC/YWHAZ/BAD/TP53/YWHAQ/PIK3R1/NFKB1",46
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","8/1904","13/3379",0.615384615384615,1.09211376858436,0.378012756137516,0.466063915932285,0.818090916264118,0.712404529952486,"HEXB/NAGLU/GUSB/HYAL4/GALNS/SGSH/HEXA/IDS",8
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","8/1904","13/3379",0.615384615384615,1.09211376858436,0.378012756137516,0.466063915932285,0.818090916264118,0.712404529952486,"MVK/HMGCS1/HMGCS2/IDI1/GGPS1/IDI2/HMGCR/PCYOX1",8
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","8/1904","13/3379",0.615384615384615,1.09211376858436,0.378012756137516,0.466063915932285,0.818090916264118,0.712404529952486,"ATP1B1/FTL/HMOX1/ATOX1/FTH1/HMOX2/TF/ATP1B2",8
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","21/1904","36/3379",0.583333333333333,1.03523284313726,0.241433781607557,0.473960177235338,0.821004984761753,0.714942139840378,"ACE/CACNB4/ITGB7/TTN/DES/TGFB1/SNTA1/ITGA6/DAG1/CACNB3/DTNA/IL6/AGT/TGFB3/TGFB2/TPM4/ITGB6/IGF1/CAV3/CACNA2D3/SNTB1",21
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","17/1904","29/3379",0.586206896551724,1.04033251231527,0.247798774944981,0.479375213649301,0.821004984761753,0.714942139840378,"STAR/LRP2/LRP1/SORT1/APOC1/SCARB1/LPL/LIPG/APOE/CD36/PCSK9/PLTP/APOC2/APOA2/CETP/VAPA/VAPB",17
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","30/1904","52/3379",0.576923076923077,1.02385665804783,0.196948265989687,0.479989691987706,0.821004984761753,0.714942139840378,"CD1A/TJP1/PPP2R1A/ARPC1B/ARHGEF2/MICALL2/MAPK10/MAPK9/RDX/RAB13/MYL12A/DLG2/MYL6B/MYL6/RAB8B/CD1B/MYL9/WAS/OCLN/CLDN1/ERBB2/PRKCZ/JAM2/JAM3/PRKCI/MAPK8/SRC/CFTR/EZR/VASP",30
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","30/1904","52/3379",0.576923076923077,1.02385665804783,0.196948265989687,0.479989691987706,0.821004984761753,0.714942139840378,"RAF1/ELK1/NRAS/CACNB4/PLCB1/PPP3R1/PPP3R2/CAMK4/PPP1CC/MYL6B/MYL6/MYL9/NOS3/MAP2K5/CACNB3/EGFR/MAPK3/MAP2K1/MAPK1/CAMK2A/CAMK2B/CAMK2D/CAMK1/MAP2K2/KRAS/PRKCB/PRKCG/SRC/OXT/CACNA2D3",30
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","65/1904","114/3379",0.570175438596491,1.01188172637476,0.146607998271399,0.481360081168173,0.821004984761753,0.714942139840378,"RAF1/ELK1/STAT3/PDGFRA/NRAS/CREB3L4/PLCB1/ATF6B/PTK2B/ARHGEF1/IFNA10/AKT2/IFNA21/IFNA4/PPP3R1/IL6R/AKT1/FADD/IRF3/MAP2K6/CASP8/PPP3R2/RAC2/TSC2/IKBKG/GSK3B/IKBKB/GNG12/CCL5/IL6/VEGFA/TNFRSF1A/EGFR/MAPK3/MAP2K1/CYCS/IL1R1/IL1B/FASLG/MAPK1/AKT3/TBK1/B2M/MAP2K2/PDIA3/CRK/MAPK11/MAPK13/MAPK14/RB1/KRAS/CALR/FAS/GRB2/PRKCB/PRKCG/SRC/BID/TP53/TAPBPL/IFNA14/CTNNB1/PIK3R1/NFKB1/CRKL",65
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","52/1904","91/3379",0.571428571428571,1.0141056422569,0.154958335033428,0.482651415284182,0.821004984761753,0.714942139840378,"BIRC2/ITGB7/MET/DUSP6/MAX/CDKN2C/DOT1L/EWSR1/CSF1R/ID2/FLT1/JUP/CD14/MLF1/CEBPA/HDAC2/HMGA2/HHEX/DEFA3/ATF1/CEBPE/WNT16/FLI1/ITGAM/FOXO1/BMI1/ELK4/ETV4/HOXA11/SPI1/PPARG/PML/IL6/MMP9/MPO/MMP3/FCGR1A/FLT3/NTRK1/IGF1R/BCL2L1/PDGFA/IL3/HPGD/CD86/TP53/DEFA5/FUT8/IGF1/DEFA1/IL2RB/NFKB1",52
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","13/1904","22/3379",0.590909090909091,1.04867742551566,0.260213937968146,0.485937863587046,0.822356384531925,0.716118956865121,"STX4/STX8/STX6/VAMP2/STX1A/STX17/STX1B/STX3/STX2/VAMP3/VTI1A/STX7/VTI1B",13
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","22/1904","38/3379",0.578947368421053,1.02744913754976,0.193307875773188,0.491256264084073,0.827115138508899,0.720262943581912,"NT5C2/RRM1/NT5C/NT5E/NUDT2/NME4/DCTD/CMPK1/NT5C3B/UPP1/UPP2/UCK1/NME7/ENTPD1/DCTPP1/ENTPD5/NME1/CANT1/RRM2B/ENTPD6/DCK/DUT",22
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","9/1904","15/3379",0.6,1.06481092436975,0.285780858209644,0.494602794245952,0.828522447214031,0.721488446856237,"SHMT2/FOLR3/FOLR2/IKBKG/IKBKB/IL6/IL1B/GGH/NFKB1",9
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","10/1904","17/3379",0.588235294117647,1.04393227879387,0.206289261720205,0.519589634641601,0.862356808008171,0.750951861519077,"DLD/MDH2/FH/PCK1/IDH1/ACO1/DLAT/PDHB/PDHA2/MDH1",10
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","51/1904","90/3379",0.566666666666667,1.00565476190476,0.0617690505731598,0.520027287253412,0.862356808008171,0.750951861519077,"RAF1/STAT1/JAK2/IRF9/CALCOCO2/NUP98/APAF1/KPNA6/IFNA10/AKT2/IFNA21/IFNA4/AKT1/FADD/IRF3/MX1/CASP8/KPNA1/KPNA5/IKBKG/PYCARD/IKBKB/CCL5/PML/IL6/TNFRSF1A/MAPK3/MAP2K1/CYCS/IL1B/FASLG/MAPK1/AKT3/TBK1/MAP2K2/ICAM1/TNFRSF10A/IL1A/TYK2/FAS/PRKCB/BID/IFNGR1/IFNAR1/IFNA14/TNFRSF10B/PIK3R1/PABPN1/IFNGR2/NFKB1/NXT1",51
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","24/1904","42/3379",0.571428571428571,1.0141056422569,0.104497690339266,0.52329740016435,0.863440710271178,0.751895738130882,"ATG5/TANK/IFNA10/ISG15/IFNA21/IFNA4/MAPK10/PIN1/MAPK9/FADD/IRF3/CASP8/CYLD/IKBKG/TKFC/IKBKB/TBK1/MAPK8/MAPK11/MAPK13/MAPK14/CASP10/IFNA14/NFKB1",24
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","38/1904","67/3379",0.567164179104478,1.00653768970275,0.0614021849800408,0.527101915066863,0.864573298305435,0.752882010964541,"CUL3/BIRC2/WWP1/SMURF1/CBL/ANAPC10/CDC34/HERC1/PRKN/UBE2D4/CUL4B/UBE2E1/UBE2G1/UBE2K/CUL1/UBE2F/UBE2D2/UBE2D3/UBE2E3/UBE2Z/UBE2W/UBE2Q2/UBA7/UBE2H/SKP2/PRPF19/UBE4A/PML/UBE2I/UBE2L3/SKP1/UBE2N/RPS27A/UBC/UBB/UBE2J1/HERC4/KEAP1",38
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","29/1904","51/3379",0.568627450980392,1.00913453616741,0.0746701826081462,0.529223655326357,0.864573298305435,0.752882010964541,"CACNB4/CREB3L4/PLCB1/ATF6B/PPP2R1A/ATP1B1/PPP2R5A/AKT2/AKT1/PPP1R1A/PPP1CC/MYL4/PPP2R5D/CREM/CACNB3/MAPK3/MAPK1/CAMK2A/CAMK2B/AKT3/BCL2/CAMK2D/AGT/MAPK11/MAPK13/MAPK14/ATP1B2/TPM4/CACNA2D3",29
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","71/1904","126/3379",0.563492063492063,1.00002084167,0.000270858856453582,0.537753949396435,0.867957582122603,0.755829090652219,"RAF1/STAT3/PDGFRA/STAT1/STAT6/MCL1/CSF2RA/OSMR/PRL/JAK2/PTPN11/IRF9/IL20RB/IL10/CTF1/IL22/IL3RA/IL15RA/IL13/CNTFR/IFNA10/AKT2/IFNA21/IFNA4/IL6R/AKT1/STAT5B/IL11RA/GFAP/STAT5A/IL6/LEP/IL6ST/IL12RB1/IL13RA1/IL2RG/EGFR/CRLF2/GHR/TSLP/IL19/AKT3/BCL2/IL22RA1/IL5/IL12RB2/IL7/PTPN6/IFNL1/BCL2L1/PDGFA/IL3/IL27RA/TYK2/GRB2/EGF/IFNL3/IFNGR1/IL9/LIFR/THPO/IFNAR1/IFNA14/IFNLR1/LIF/GH1/PIK3R1/CSF3/IFNGR2/IL2RB/IL21R",71
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","6/1904","10/3379",0.6,1.06481092436975,0.233165877732497,0.539494936908495,0.867957582122603,0.755829090652219,"TCN1/CD320/MMACHC/MMADHC/THAP11/PRDX1",6
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","11/1904","19/3379",0.578947368421053,1.02744913754976,0.136302289161944,0.541815945203807,0.867957582122603,0.755829090652219,"DLD/GCSH/MDH2/SHMT2/PGP/GRHPR/GLUL/ACO1/ACSS2/MDH1/MCEE",11
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","11/1904","19/3379",0.578947368421053,1.02744913754976,0.136302289161944,0.541815945203807,0.867957582122603,0.755829090652219,"ALPI/QDPR/PCBD1/PTS/CBR1/AKR1B10/AKR1B1/ALPL/GPHN/PCBD2/GGH",11
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","40/1904","71/3379",0.563380281690141,0.999822464196946,-0.00171751151457918,0.550672312382365,0.873662803298945,0.760797273686162,"BMPR1B/SMURF1/SMAD4/PPP2R1A/CHRD/INHBB/INHBA/TGFB1/ID2/LEFTY2/BMP4/CUL1/HDAC2/ACVR2A/BAMBI/SMAD5/BMP5/MAPK3/NBL1/BMP7/MAPK1/RGMB/HJV/THBS1/TGFB3/BMP6/SKP1/FST/TGFB2/TF/BMPR1A/BMPR2/RGMA/GREM2/NOG/TFRC/LRRC32/NEO1/ACVR2B/ID1",40
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","40/1904","71/3379",0.563380281690141,0.999822464196946,-0.00171751151457918,0.550672312382365,0.873662803298945,0.760797273686162,"STAT1/IRF9/SPP1/TOLLIP/IFNA10/AKT2/IFNA21/IFNA4/MAPK10/MAPK9/AKT1/FADD/CD14/IRF3/MAP2K6/CASP8/TLR5/IKBKG/IKBKB/CCL5/IL6/CD80/MAPK3/MAP2K1/IL1B/MAPK1/AKT3/TBK1/MAP2K2/MAPK8/TLR2/MAPK11/MAPK13/MAPK14/TYK2/CD86/IFNAR1/IFNA14/PIK3R1/NFKB1",40
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","12/1904","21/3379",0.571428571428571,1.0141056422569,0.0736596161148445,0.56183359134544,0.874243135060128,0.76130263435858,"GRIA4/PLCB1/PRKG1/GNG12/MAPK3/MAPK1/CAMK2A/CAMK2B/CAMK2D/PRKCB/PRKCG/ADCYAP1",12
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","7/1904","12/3379",0.583333333333333,1.03523284313726,0.13889417726558,0.565083118289827,0.874243135060128,0.76130263435858,"ASL/OTC/GOT2/GLUL/NOS3/ACY1/GPT",7
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","27/1904","48/3379",0.5625,0.998260241596639,-0.0137908022078714,0.565923119201454,0.874243135060128,0.76130263435858,"ITGB2/IL10/CFL2/MAPK10/MAPK9/CD14/IRF3/C1S/ITGAM/PYCARD/IL6/C3/C5/MAPK3/CXCL5/IL1B/MAPK1/CXCL6/MAPK8/CFL1/SERPING1/IL1A/MAPK11/MAPK13/MAPK14/C4BPB/NFKB1",27
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","37/1904","66/3379",0.560606060606061,0.994899096002037,-0.047541806955047,0.570497921896454,0.874243135060128,0.76130263435858,"NT5C2/RRM1/AK2/NT5C/GDA/PDE6D/NT5E/NUDT2/NME4/GUK1/AK4/NUDT5/AMPD2/ITPA/GMPR/HPRT1/NUDT16/PDE1B/NME7/ENTPD1/ENTPD5/AK1/ADSL/PDE9A/IMPDH1/PDE2A/PDE1A/PDE3A/NME1/CANT1/RRM2B/ENTPD6/PGM1/NUDT9/FHIT/DCK/PAICS",37
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","61/1904","109/3379",0.559633027522936,0.993172268907563,-0.0823157738579724,0.57304621132161,0.874243135060128,0.76130263435858,"RAF1/STAT3/STAT1/NRAS/PLCB1/PTK2B/FOXO3/SHC4/JAK2/ARRB1/ELMO1/CCL1/CCL25/AKT2/XCL2/AKT1/BRAF/SHC1/STAT5B/RAC2/GRK5/IKBKG/WAS/CCL7/GSK3B/CXCL16/IKBKB/GNG12/CCL5/DOCK2/PRKCZ/CCL8/MAPK3/MAP2K1/CCL28/CCL23/CXCL5/CXCL3/MAPK1/CXCL2/GRK2/LYN/AKT3/CXCL6/FGR/CCL13/PLCG1/CCL19/CRK/KRAS/VAV1/CCL11/GRB2/PRKCB/SRC/CXCL14/BAD/PIK3R1/VAV3/NFKB1/CRKL",61
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","28/1904","50/3379",0.56,0.993823529411765,-0.0499845477168376,0.578887816346257,0.874243135060128,0.76130263435858,"CSF1/ITGAL/ITGB2/TNFSF11/TGFB1/FLT1/PTH/ATP6V1C1/ATP6V1F/CCL5/IL6/VEGFA/CD80/MMP3/ANGPT1/CXCL5/CXCL3/IL1B/CXCL2/ACP5/CXCL6/TGFB3/TLR2/TGFB2/ICAM1/IL1A/CD86/TNFRSF11A",28
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","13/1904","23/3379",0.565217391304348,1.00308275484107,0.0168523012855623,0.580042235711424,0.874243135060128,0.76130263435858,"DLD/CBS/GCSH/SHMT2/PGAM2/SDSL/GRHPR/PSAT1/ALDH7A1/CTH/PGAM1/AOC2/PHGDH",13
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","13/1904","23/3379",0.565217391304348,1.00308275484107,0.0168523012855623,0.580042235711424,0.874243135060128,0.76130263435858,"ADH5/ADH7/RDH16/ADH1A/DHRS9/RDH10/RDH12/RDH13/DHRS3/CYP3A4/UGT2A1/ADH1B/ALDH1A3",13
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","13/1904","23/3379",0.565217391304348,1.00308275484107,0.0168523012855623,0.580042235711424,0.874243135060128,0.76130263435858,"BLVRA/HMBS/FXN/FTL/GUSB/HMOX1/CP/UROD/HCCS/FTH1/HMOX2/FTMT/UGT2A1",13
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","13/1904","23/3379",0.565217391304348,1.00308275484107,0.0168523012855623,0.580042235711424,0.874243135060128,0.76130263435858,"PLCB1/DNM2/ATP1B1/AP2A2/CLTC/KL/PTH/DNM1/AP2B1/PRKCB/PRKCG/ATP1B2/CALB1",13
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","33/1904","59/3379",0.559322033898305,0.992620353226036,-0.0649620652396631,0.580179535085357,0.874243135060128,0.76130263435858,"NT5C2/RRM1/AK2/NT5C/GDA/NT5E/NME4/GUK1/AK4/DCTD/CMPK1/AMPD2/ITPA/NT5C3B/GMPR/HPRT1/UPP1/UPP2/NUDT16/UCK1/NME7/ENTPD1/DCTPP1/ENTPD5/AK1/ADSL/IMPDH1/NME1/CANT1/RRM2B/ENTPD6/DCK/DUT",33
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","8/1904","14/3379",0.571428571428571,1.0141056422569,0.0600802364567424,0.586974618513951,0.875219290190203,0.762152683323526,"PLA2G2E/PLA2G12A/PLA2G5/CYP3A4/PLA2G10/PLA2G1B/PLAAT2/PLA2G2C",8
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","53/1904","95/3379",0.557894736842105,0.990087350729766,-0.111331293036599,0.587105740132807,0.875219290190203,0.762152683323526,"PSMB6/GRIA4/CREB3L4/PLCB1/DNAI1/PSMA7/PSMB5/PSMB1/PSMD4/APAF1/AP2A2/CLTC/PSMD9/PSMA4/MAPK10/MAPK9/CASP8/COX5A/PSMB3/PSMB4/HDAC2/PSMA5/POLR2K/PSMB2/STX1A/POLR2I/POLR2E/POLR2F/PSMC3/PSMD6/BDNF/PPARG/KLC3/AP2B1/PSMC5/PIK3C3/SOD1/TBP/CYCS/MAPK8/PSMA1/PSMD7/PSMA2/SOD2/PPIF/TP53/NDUFV2/ATP5PF/DLG4/COX6C/ATP5PO/NDUFB8/TFAM",53
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","24/1904","43/3379",0.558139534883721,0.990521790111393,-0.0710582999530148,0.591535413688726,0.875219290190203,0.762152683323526,"ILK/DNM2/SHC4/MET/CBL/RHOG/SEPTIN11/ARPC1B/ELMO1/CLTC/SHC1/SEPTIN6/FN1/GAB1/CTNNA1/DNM1/CTNNA3/CRK/SRC/CTNNB1/CAV3/PIK3R1/CTNNA2/CRKL",24
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","19/1904","34/3379",0.558823529411765,0.991735664854177,-0.0550194953816379,0.592962888759548,0.875219290190203,0.762152683323526,"PLCB1/INPP5E/ITPKC/ITPKA/IMPA1/PIP4K2B/ALDH6A1/ITPK1/MTMR7/PLCD1/INPP4A/INPP5D/INPP5A/PIK3C3/PLCD3/PTEN/TPI1/PLCG1/MINPP1",19
