"protein_id","n","spearman_rho","p_value","fdr","significant_fdr05","significant_fdr01","direction","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X2687.2",493,-0.122800988892352,0.00633261174898855,0.0113481568947723,TRUE,FALSE,"Negative","MIA","Melanoma-derived growth regulatory protein","MIA","Q16674"
"X9040.144",484,0.123830232063956,0.00637724433321222,0.0114252165100132,TRUE,FALSE,"Positive","EPDR1","Mammalian ependymin-related protein 1","EPDR1","Q9UM22"
"X8989.40",492,0.122810579498557,0.00638214769718414,0.0114310776320059,TRUE,FALSE,"Positive","SCUBE1","Signal peptide, CUB and EGF-like domain-containing protein 1","SCUB1","Q8IWY4"
"X13463.1",492,0.122787224933843,0.00639226507386752,0.0114462721989882,TRUE,FALSE,"Positive","PXDN","Peroxidasin homolog","PXDN","Q92626"
"X24956.1",494,-0.122351127580387,0.00647435897068687,0.0115903103985846,TRUE,FALSE,"Negative","METTL3","N6-adenosine-methyltransferase 70 kDa subunit","MTA70","Q86U44"
"X11596.47",493,-0.122432200740489,0.00649310180159246,0.0116208937455685,TRUE,FALSE,"Negative","ZNF75D","Zinc finger protein 75D","ZN75D","P51815"
"X5852.6",481,-0.123864637954985,0.0065286431242294,0.0116815185402879,TRUE,FALSE,"Negative","S100A12","Protein S100-A12","S100A12","P80511"
"X16883.57",493,0.122325874673796,0.00654004556042297,0.0116989323674063,TRUE,FALSE,"Positive","RAB4A","Ras-related protein Rab-4A","RAB4A","P20338"
"X7747.47",491,-0.122542014421468,0.00655426162464516,0.0117213690785395,TRUE,FALSE,"Negative","NDUFB11","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial","NDUBB","Q9NX14"
"X2938.55",492,-0.122382585952422,0.00656985683113613,0.0117462601077357,TRUE,FALSE,"Negative","APOE","Apolipoprotein E (isoform E4)","Apo E4","P02649"
"X8556.5",491,0.122478445039799,0.00658247159980149,0.0117658110631818,TRUE,FALSE,"Positive","RETREG1","Protein FAM134B","F134B","Q9H6L5"
"X23398.1",493,-0.122203241885481,0.00659456658249066,0.0117844231914151,TRUE,FALSE,"Negative","POLR2M","DNA-directed RNA polymerase II subunit GRINL1A","GRL1A","P0CAP2"
"X2692.74",470,-0.124955222661339,0.00668000797313182,0.0119340616811498,TRUE,FALSE,"Negative","PLA2G2A","Phospholipase A2, membrane associated","NPS-PLA2","P14555"
"X19328.51",493,-0.121998350448883,0.00668656840237476,0.0119427362719621,TRUE,FALSE,"Negative","CHEK2","Serine/threonine-protein kinase Chk2","Chk2","O96017"
"X17776.15",492,-0.122071489701125,0.00670938794632702,0.0119804390935562,TRUE,FALSE,"Negative","PECR","Peroxisomal trans-2-enoyl-CoA reductase","PECR","Q9BY49"
"X3852.19",492,-0.121951077611544,0.00676410342915054,0.012075062314271,TRUE,FALSE,"Negative","DNAJB1","DnaJ homolog subfamily B member 1","HSP 40","P25685"
"X17140.57",397,-0.135706115687216,0.00677028844865108,0.0120830243523059,TRUE,FALSE,"Negative","PDGFD","Platelet-derived growth factor D","PDGFD","Q9GZP0"
"X6997.32",493,-0.1217977651191,0.00677774928325939,0.0120932587186021,TRUE,FALSE,"Negative","RAB26","Ras-related protein Rab-26","RAB26","Q9ULW5"
"X24323.43",484,0.122893933595053,0.00679058195492256,0.0121130701793309,TRUE,FALSE,"Positive","BROX","BRO1 domain-containing protein BROX","BROX","Q5VW32"
"X7825.7",492,-0.121878431548446,0.00679730697698275,0.0121219794739725,TRUE,FALSE,"Negative","ABHD12","Monoacylglycerol lipase ABHD12","ABD12","Q8N2K0"
"X5714.88",493,-0.121736202158999,0.00680595677605408,0.0121343159114937,TRUE,FALSE,"Negative","IFNA6","Interferon alpha-6","IFNA6","P05013"
"X10818.36",489,0.122176313105848,0.00683141005158637,0.0121765973056902,TRUE,FALSE,"Positive","SMPD1","Sphingomyelin phosphodiesterase","ASM","P17405"
"X13745.10",495,-0.121398134242908,0.00684861011938226,0.012204150060105,TRUE,FALSE,"Negative","PKD2","Polycystin-2:Cytoplasmic domain 4","PKD2:CD 4","Q13563"
"X4971.1",488,0.122206394767391,0.00687494828340349,0.0122449066903322,TRUE,FALSE,"Positive","CTSZ","Cathepsin Z","CATZ","Q9UBR2"
"X8952.65",493,0.121586522486371,0.00687497758930431,0.0122449066903322,TRUE,FALSE,"Positive","CSF3","Granulocyte colony-stimulating factor","G-CSF","P09919"
"X3534.14",491,-0.121708300098545,0.00693298705321688,0.0123450875210433,TRUE,FALSE,"Negative","CD40LG","CD40 ligand","CD40 ligand, soluble","P29965"
"X6571.75",492,-0.121558383863,0.00694533300608331,0.012363928261147,TRUE,FALSE,"Negative","C17orf78","Uncharacterized protein C17orf78:N-term","CQ078:N-term","Q8N4C9"
"X22483.109",487,0.122077868310275,0.00699261922439844,0.0124449435129347,TRUE,FALSE,"Positive","KRT71","Keratin, type II cytoskeletal 71","K2C71","Q3SY84"
"X21781.9",486,0.122177256362047,0.00700469785594553,0.0124632736806956,TRUE,FALSE,"Positive","ACY3","Aspartoacylase-2","ACY3","Q96HD9"
"X12657.2",481,0.122760353436064,0.00702742340323252,0.0125005335042265,TRUE,FALSE,"Positive","TSTA3","GDP-L-fucose synthase","FCL","Q13630"
"X12439.67",495,-0.12101169183111,0.0070294577784428,0.0125009778466595,TRUE,FALSE,"Negative","IRF9","Interferon regulatory factor 9","ISGF3","Q00978"
"X19116.1",493,-0.121244718604183,0.00703494721773067,0.0125075647868536,TRUE,FALSE,"Negative","BLOC1S5","Biogenesis of lysosome-related organelles complex 1 subunit 5","MUTED","Q8TDH9"
"X21116.13",492,-0.121362709883866,0.0070372503367787,0.0125078071311487,TRUE,FALSE,"Negative","EED","Polycomb protein EED","EED","O75530"
"X7769.29",491,-0.121482970771934,0.00703865463397407,0.0125078071311487,TRUE,FALSE,"Negative","SH3BP2","SH3 domain-binding protein 2","3BP2","P78314"
"X14628.72",487,0.121937475652371,0.0070585265652015,0.0125399387748507,TRUE,FALSE,"Positive","FBXO3","F-box only protein 3","FBX3","Q9UK99"
"X17387.27",489,-0.121673969613917,0.0070653673140743,0.0125489092381061,TRUE,FALSE,"Negative","NFKBIB","NF-kappa-B inhibitor beta","IKB-beta","Q15653"
"X15452.5",495,0.12090471892517,0.00708026888593806,0.0125721884780725,TRUE,FALSE,"Positive","NT5E","5'-Nucleotidase","5'-Nucleotidase","P21589"
"X8462.18",494,-0.121021551693479,0.0070827426608194,0.012573393902443,TRUE,FALSE,"Negative","GH1","Somatotropin","HGH","P01241"
"X22417.10",494,-0.121013904130236,0.00708638525840129,0.0125766731023818,TRUE,FALSE,"Negative","CBLC","E3 ubiquitin-protein ligase CBL-C","CBLC","Q9ULV8"
"X19506.6",492,-0.120909782014487,0.00725420257507486,0.0128712484899695,TRUE,FALSE,"Negative","GLYAT","Glycine N-acyltransferase","GLYAT","Q6IB77"
"X5689.1",476,-0.122769541064813,0.00732657784987369,0.0129963732181224,TRUE,FALSE,"Negative","DEFB112","Beta-defensin 112","DB112","Q30KQ8"
"X7754.11",493,-0.12063009318856,0.00733100432411004,0.0130009329849091,TRUE,FALSE,"Negative","JAG1","Protein jagged-1:Cytoplasmic domain","JAG1:CD","P78504"
"X21985.61",491,0.120769463633414,0.00738282778855497,0.0130895238316445,TRUE,FALSE,"Positive","ITGB1BP2","Integrin beta-1-binding protein 2","ITBP2","Q9UKP3"
"X5604.30",491,-0.12062405783081,0.00745478571790902,0.0132137585915872,TRUE,FALSE,"Negative","HPSE","Heparanase","HPSE","Q9Y251"
"X12963.1",491,-0.120604811325797,0.00746435720798886,0.0132273772430969,TRUE,FALSE,"Negative","GPR107","Protein GPR107","GP107","Q5VW38"
"X12394.53",484,-0.121305285375567,0.00754706917958976,0.0133705664145236,TRUE,FALSE,"Negative","C16orf54","Transmembrane protein C16orf54","CP054","Q6UWD8"
"X9081.39",494,0.119991061036319,0.00758895028859641,0.0134413645440247,TRUE,FALSE,"Positive","SLC30A3","Zinc transporter 3","ZNT3","Q99726"
"X3191.50",495,-0.119814813880791,0.00761700887667254,0.0134876509557864,TRUE,FALSE,"Negative","WFIKKN1","WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1","WFKN1","Q96NZ8"
"X17510.7",490,0.120386052288669,0.00763584562829802,0.0135175887354631,TRUE,FALSE,"Positive","SRP14","Signal recognition particle 14 kDa protein","SRP14","P37108"
"X10445.20",492,-0.120088872451561,0.00766271607322857,0.0135617296849333,TRUE,FALSE,"Negative","APOM","Apolipoprotein M","ApoM","O95445"
"X3038.9",485,-0.120888209688505,0.00769430669998823,0.0136142001599943,TRUE,FALSE,"Negative","CXCL11","C-X-C motif chemokine 11","I-TAC","O14625"
"X21282.21",488,0.120512380667084,0.00769659554758503,0.0136148110633417,TRUE,FALSE,"Positive","TNIP1","TNFAIP3-interacting protein 1","TNIP1","Q15025"
"X24953.27",477,-0.121844284767623,0.00772015059401733,0.013653030777857,TRUE,FALSE,"Negative","KIF3B","Kinesin-like protein KIF3B","KIF3B","O15066"
"X5752.63",491,-0.120084313102971,0.00772740812194559,0.0136624164296388,TRUE,FALSE,"Negative","SUSD3","Sushi domain-containing protein 3","SUSD3","Q96L08"
"X25480.21",463,-0.123641022649844,0.00773386405950324,0.0136684690717202,TRUE,FALSE,"Negative","UBAC1","Ubiquitin-associated domain-containing protein 1","UBAC1","Q9BSL1"
"X8458.111",490,0.120192237738909,0.00773473396149876,0.0136684690717202,TRUE,FALSE,"Positive","SNCA","Alpha-synuclein","a-Synuclein","P37840"
"X7082.2",493,-0.119817964021471,0.00773926996299026,0.0136730355840471,TRUE,FALSE,"Negative","B3GNT6","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6","B3GN6","Q6ZMB0"
"X18174.79",491,0.12005429444619,0.00774282859801436,0.0136758735070829,TRUE,FALSE,"Positive","PDCD6IP","Programmed cell death 6-interacting protein","PDC6I","Q8WUM4"
"X7181.17",494,-0.119666023645161,0.00775519599254417,0.0136942646654328,TRUE,FALSE,"Negative","VAPB","Vesicle-associated membrane protein-associated protein B/C","VAPB","O95292"
"X13053.6",487,0.120500662197399,0.0077656921094846,0.0137093430511441,TRUE,FALSE,"Positive","SLC6A14","Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)","S6A14","Q9UN76"
"X21167.33",491,-0.119999828707885,0.0077708776547862,0.0137150410611684,TRUE,FALSE,"Negative","PTPMT1","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1","PTPM1","Q8WUK0"
"X23596.17",491,0.119981177714192,0.00778050348470734,0.01372857101017,TRUE,FALSE,"Positive","CCDC89","Coiled-coil domain-containing protein 89","CCD89","Q8N998"
"X24926.9",489,0.120210391411899,0.00778842614633309,0.0137390896890112,TRUE,FALSE,"Positive","KHSRP","Far upstream element-binding protein 2","FUBP2","Q92945"
"X22033.7",490,-0.119985908550955,0.00784126334674603,0.0138288141349335,TRUE,FALSE,"Negative","WAS","Wiskott-Aldrich syndrome protein","WASP","P42768"
"X8306.54",488,0.12017879819216,0.00786836843939283,0.0138731238152396,TRUE,FALSE,"Positive","PRRG1","Transmembrane gamma-carboxyglutamic acid protein 1:Cytoplasmic domain","TMG1:CD","O14668"
"X15497.9",492,-0.11966154338959,0.00788340311808045,0.0138961345853431,TRUE,FALSE,"Negative","HS3ST1","Heparan sulfate glucosamine 3-O-sulfotransferase 1","HS3S1","O14792"
"X13101.60",488,-0.120120864642789,0.007898546842507,0.0139193259450972,TRUE,FALSE,"Negative","SOST","Sclerostin","SOST","Q9BQB4"
"X3388.58",491,-0.119750081215226,0.00790065965899698,0.0139195475128958,TRUE,FALSE,"Negative","PAK5","Serine/threonine-protein kinase PAK 5","PAK7","Q9P286"
"X2381.52",495,-0.119208916824498,0.00793086421079783,0.0139692491316668,TRUE,FALSE,"Negative","C5","Complement C5","C5","P01031"
"X18892.48",489,0.119916251529627,0.00794147650232964,0.0139777744372834,TRUE,FALSE,"Positive","GPC4","Glypican-4","GPC4","O75487"
"X20918.28",487,-0.120157491601945,0.00794368594358678,0.0139777744372834,TRUE,FALSE,"Negative","SNRPC","U1 small nuclear ribonucleoprotein C","RU1C","P09234"
"X6923.1",489,-0.119913155873757,0.00794310145012178,0.0139777744372834,TRUE,FALSE,"Negative","PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2","O00469"
"X8007.19",487,0.12016119174762,0.00794174750785591,0.0139777744372834,TRUE,FALSE,"Positive","CTSB","Cathepsin B","Cathepsin B","P07858"
"X22403.13",495,-0.119174745940788,0.00794890391901353,0.0139834434838498,TRUE,FALSE,"Negative","H2BC12","Histone H2B type 1-K","H2B1K","O60814"
"X24651.1",494,0.119230636861732,0.00798297698747196,0.0140398578451522,TRUE,FALSE,"Positive","RTN1","Reticulon-1","RTN1","Q16799"
"X21365.5",487,-0.120073581741875,0.00798775827577572,0.0140447406430243,TRUE,FALSE,"Negative","CYTH3","Cytohesin-3","CYH3","O43739"
"X21272.100",490,-0.1197020223818,0.0079899774042246,0.0140451171183421,TRUE,FALSE,"Negative","RTRAF","UPF0568 protein C14orf166","CN166","Q9Y224"
"X14041.13",493,-0.119289701631595,0.00801561953556954,0.0140866570112054,TRUE,FALSE,"Negative","GZMB","Granzyme B","Granzyme B","P10144"
"X18483.36",492,-0.119313558121404,0.00806728865929885,0.0141739044540728,TRUE,FALSE,"Negative","RABIF","Guanine nucleotide exchange factor MSS4","MSS4","P47224"
"X21330.13",492,-0.119291956225886,0.0080788289225265,0.0141906210136154,TRUE,FALSE,"Negative","YARS2","Tyrosyl-tRNA synthetase, mitochondrial","SYYM","Q9Y2Z4"
"X2857.70",489,-0.119621451297345,0.00809755912802527,0.0142199553000293,TRUE,FALSE,"Negative","NR3C1","Glucocorticoid receptor","Glucocorticoid receptor","P04150"
"X22821.50",461,-0.123099155936498,0.00814629045029488,0.0143019460161192,TRUE,FALSE,"Negative","UNG","Uracil-DNA glycosylase","UNG","P13051"
"X3293.2",490,-0.119363072319376,0.00817083084732801,0.0143414357518248,TRUE,FALSE,"Negative","CD5L","CD5 antigen-like","CD5L","O43866"
"X4900.8",495,0.118752758235852,0.00817472130642754,0.0143446700279371,TRUE,FALSE,"Positive","C3","C3a anaphylatoxin","C3a","P01024"
"X15331.47",487,0.119715615512297,0.00817823610734934,0.0143472436593995,TRUE,FALSE,"Positive","RBBP4","Histone-binding protein RBBP4","RBBP4","Q09028"
"X7182.1",466,-0.12227708563081,0.0082312825970552,0.0144366886811146,TRUE,FALSE,"Negative","CES1","Liver carboxylesterase 1","carboxylesterase, liver","P23141"
"X4880.21",493,-0.118884020245918,0.0082337879501995,0.0144374679827653,TRUE,FALSE,"Negative","GDF2","Growth/differentiation factor 2","GDF2","Q9UK05"
"X21339.19",489,0.119339975055434,0.0082491362450947,0.0144607606098319,TRUE,FALSE,"Positive","GPT2","Alanine aminotransferase 2","ALAT2","Q8TD30"
"X10584.7",490,0.119192545348472,0.00826319265733667,0.0144817774742665,TRUE,FALSE,"Positive","NDUFS4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial","NDUS4","O43181"
"X7850.1",491,-0.119057480590956,0.00827075557996562,0.0144914064126211,TRUE,FALSE,"Negative","COX4I2","Cytochrome c oxidase subunit 4 isoform 2, mitochondrial","COX42","Q96KJ9"
"X22779.75",494,-0.118652144323867,0.00829485996394253,0.0145300060133577,TRUE,FALSE,"Negative","SMCO1","Single-pass membrane and coiled-coil domain-containing protein 1","SMCO1","Q147U7"
"X4931.59",491,-0.118898177883124,0.00835803718179621,0.0146370126146206,TRUE,FALSE,"Negative","F3","Tissue Factor","TF","P13726"
"X21314.11",494,0.118398847669896,0.00843480818905217,0.0147677658996027,TRUE,FALSE,"Positive","UBA5","Ubiquitin-like modifier-activating enzyme 5","UBA5","Q9GZZ9"
"X22114.4",488,-0.119112413105998,0.0084406814627463,0.0147743562335177,TRUE,FALSE,"Negative","LAS2","Uncharacterized protein C18orf54","CR054","Q8IYD9"
"X19504.22",489,0.118917662992581,0.00848130363422822,0.0148417516756854,TRUE,FALSE,"Positive","DTYMK","Thymidylate kinase","KTHY","P23919"
"X10014.31",483,0.119645103186954,0.00848540297809907,0.014844974788789,TRUE,FALSE,"Positive","SNAI2","Zinc finger protein SNAI2","SLUG","O43623"
"X25093.96",492,-0.118544391651366,0.00848738387281941,0.014844974788789,TRUE,FALSE,"Negative","VANGL1","Vang-like protein 1","VANG1","Q8TAA9"
"X11949.25",491,0.118659771288627,0.00849019441631038,0.0148461836960195,TRUE,FALSE,"Positive","EGF","Epidermal growth factor:Cytoplasmic domain","EGF:CD","P01133"
"X7155.46",490,-0.118717691870136,0.00852531201704109,0.0149038708957756,TRUE,FALSE,"Negative","C4BPB","C4b-binding protein beta chain","C4b-binding protein beta chain","P20851"
"X18398.1",491,-0.118573712783275,0.00853835534618969,0.0149219504632794,TRUE,FALSE,"Negative","AKR1D1","3-oxo-5-beta-steroid 4-dehydrogenase","AK1D1","P51857"
"X8998.15",492,-0.118450613087907,0.00853991426228225,0.0149219504632794,TRUE,FALSE,"Negative","HS3ST4","Heparan sulfate glucosamine 3-O-sulfotransferase 4","HS3S4","Q9Y661"
"X11396.39",491,-0.118524599413619,0.00856594967243635,0.0149637100886326,TRUE,FALSE,"Negative","DNAI1","Dynein intermediate chain 1, axonemal","DNAI1","Q9UI46"
"X17453.34",488,-0.118735392025592,0.00865173316135715,0.0151097957604854,TRUE,FALSE,"Negative","CP","Ceruloplasmin","Ceruloplasmin","P00450"
"X8366.19",491,0.118347080960141,0.00866635237217969,0.0151315549269987,TRUE,FALSE,"Positive","C1orf115","Uncharacterized protein C1orf115","CA115","Q9H7X2"
"X3373.5",491,-0.118266805910778,0.00871209846691229,0.0152076376179219,TRUE,FALSE,"Negative","GZMH","Granzyme H","Granzyme H","P20718"
"X4261.55",492,-0.118092001588909,0.00874347473633901,0.0152586050144631,TRUE,FALSE,"Negative","PON1","Serum paraoxonase/arylesterase 1","paraoxonase 1","P27169"
"X23341.16",492,0.118078669792337,0.00875112497526649,0.015268152042775,TRUE,FALSE,"Positive","DMC1","Meiotic recombination protein DMC1/LIM15 homolog","DMC1","Q14565"
"X18859.7",489,0.118378452197473,0.00878619411112918,0.0153255203556922,TRUE,FALSE,"Positive","EIF4EBP3","Eukaryotic translation initiation factor 4E-binding protein 3","4EBP3","O60516"
"X14012.17",490,-0.118217295875408,0.00880952707537558,0.0153623941157595,TRUE,FALSE,"Negative","DHX58","Probable ATP-dependent RNA helicase DHX58","LGP2","Q96C10"
"X3796.79",494,-0.117726277697822,0.00881667771626743,0.0153710371832885,TRUE,FALSE,"Negative","ANGPTL4","Angiopoietin-related protein 4","ANGL4","Q9BY76"
"X22005.8",487,-0.11844557822529,0.0088871516338957,0.0154900465776162,TRUE,FALSE,"Negative","PDP1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial","PDP1","Q9P0J1"
"X10638.1",486,0.118541922814517,0.00890174921426668,0.0155116301606811,TRUE,FALSE,"Positive","TINF2","TERF1-interacting nuclear factor 2","TINF2","Q9BSI4"
"X9065.28",494,-0.117554809136035,0.00891646440603324,0.0155334078995929,TRUE,FALSE,"Negative","TXLNA","Alpha-taxilin","TXLNA","P40222"
"X12675.14",492,0.117717068055702,0.00896091158715741,0.0156069581471998,TRUE,FALSE,"Positive","DARS1","Aspartate--tRNA ligase, cytoplasmic","SYDC","P14868"
"X25096.58",489,-0.118010067844855,0.00900006835868751,0.0156712599683336,TRUE,FALSE,"Negative","MYBPC2","Myosin-binding protein C, fast-type","MYPC2","Q14324"
"X10462.14",491,-0.117647674598202,0.00907220990803322,0.015792949902031,TRUE,FALSE,"Negative","INSL5","Insulin-like peptide INSL5","INSL5","Q9Y5Q6"
"X12842.43",486,-0.118239175744776,0.00907868959538769,0.0158003032585567,TRUE,FALSE,"Negative","STX10","Syntaxin-10","STX10","O60499"
"X21344.31",487,0.117980456584913,0.00916015724561584,0.0159381275473271,TRUE,FALSE,"Positive","TFB1M","Dimethyladenosine transferase 1, mitochondrial","TFB1M","Q8WVM0"
"X14006.36",494,-0.116951070679104,0.00927586381330231,0.0161354422677384,TRUE,FALSE,"Negative","GNMT","Glycine N-methyltransferase","GNMT","Q14749"
"X23312.16",480,-0.118443597885056,0.00939455929811238,0.0163378569720152,TRUE,FALSE,"Negative","RABL3","Rab-like protein 3","RABL3","Q5HYI8"
"X4187.49",474,0.119181123947225,0.00939958080952533,0.0163425325318255,TRUE,FALSE,"Positive","PGD","6-phosphogluconate dehydrogenase, decarboxylating","6-Phosphogluconate dehydrogenase","P52209"
"X17821.20",491,-0.116994988425398,0.00946612670924438,0.0164500663850798,TRUE,FALSE,"Negative","NMT2","Glycylpeptide N-tetradecanoyltransferase 2","NMT2","O60551"
"X4151.6",493,-0.116760609751723,0.00946443253129359,0.0164500663850798,TRUE,FALSE,"Negative","PLG","Plasminogen","Plasminogen","P00747"
"X12704.26",472,-0.119236802349807,0.00951776915331713,0.0165357075691931,TRUE,FALSE,"Negative","SH2D3C","SH2 domain-containing protein 3C","SH2D3","Q8N5H7"
"X11200.52",492,-0.116786538546423,0.0095214945052384,0.0165380781079085,TRUE,FALSE,"Negative","CD93","Complement component C1q receptor","C1QR1","Q9NPY3"
"X21107.5",480,-0.118216076061104,0.00953290122658608,0.0165535452747723,TRUE,FALSE,"Negative","NDUFAF1","Complex I intermediate-associated protein 30, mitochondrial","CIA30","Q9Y375"
"X21793.4",490,-0.116999684771853,0.00953665159857488,0.0165535452747723,TRUE,FALSE,"Negative","CEP43","FGFR1 oncogene partner","FR1OP","O95684"
"X3339.33",490,0.116998331197023,0.00953748875502939,0.0165535452747723,TRUE,FALSE,"Positive","THBS2","Thrombospondin-2","TSP2","P35442"
"X9043.7",493,-0.116565004575737,0.00958563650791649,0.0166329907698675,TRUE,FALSE,"Negative","TFIP11","Tuftelin-interacting protein 11","TFP11","Q9UBB9"
"X21963.48",490,-0.116903281973302,0.00959643823456727,0.0166476101617493,TRUE,FALSE,"Negative","DAB2","Disabled homolog 2","DAB2","P98082"
"X16851.50",494,-0.116413926059292,0.00960639432737982,0.0166607556977707,TRUE,FALSE,"Negative","SCO2","Protein SCO2 homolog, mitochondrial","SCO2","O43819"
"X12020.39",454,0.121401144062736,0.00962048883354952,0.0166769424100506,TRUE,FALSE,"Positive","BPGM","Bisphosphoglycerate mutase","PMGE","P07738"
"X14031.18",486,-0.117345950192237,0.0096191145240788,0.0166769424100506,TRUE,FALSE,"Negative","FGF7","Fibroblast growth factor 7","FGF7","P21781"
"X14019.73",492,-0.116607097904145,0.00963311319700485,0.0166946951867934,TRUE,FALSE,"Negative","EVPL","Envoplakin","EVPL","Q92817"
"X18195.3",490,-0.116753675871428,0.00968988003677074,0.0167889215081818,TRUE,FALSE,"Negative","LTO1","Oral cancer-overexpressed protein 1","ORAV1","Q8WV07"
"X14078.69",493,0.116323508277702,0.00973717822094524,0.0168666996631359,TRUE,FALSE,"Positive","XCL1","Lymphotactin","Lymphotactin","P47992"
"X25497.35",485,-0.117113298861267,0.00984044459632726,0.0170413632626137,TRUE,FALSE,"Negative","SEC14L4","SEC14-like protein 4","S14L4","Q9UDX3"
"X14083.25",492,0.116252303881441,0.00985723644034738,0.0170662237431125,TRUE,FALSE,"Positive","SEPHS1","Selenide, water dikinase 1","SPS1","P49903"
"X20390.4",493,0.116122424256004,0.00986498106028226,0.0170754119909259,TRUE,FALSE,"Positive","HMGN3","High mobility group nucleosome-binding domain-containing protein 3","HMGN3","Q15651"
"X7234.12",491,-0.116235365979021,0.00994367476577112,0.0172073719699177,TRUE,FALSE,"Negative","COLGALT2","Procollagen galactosyltransferase 2","GT252","Q8IYK4"
"X2732.58",489,-0.116463598249132,0.00994933091794708,0.0172129076513261,TRUE,FALSE,"Negative","NANOG","Homeobox protein NANOG","NANOG","Q9H9S0"
"X3489.9",486,-0.116797637701338,0.00996484892896915,0.0172354979623281,TRUE,FALSE,"Negative","CNTF","Ciliary neurotrophic factor","CNTF","P26441"
"X22376.95",491,-0.116033496591804,0.0100741288724768,0.0174202105039989,TRUE,FALSE,"Negative","HOXA5","Homeobox protein Hox-A5","HXA5","P20719"
"X25125.7",491,-0.115973223277056,0.0101133727647743,0.0174837552362399,TRUE,FALSE,"Negative","STAC","SH3 and cysteine-rich domain-containing protein","STAC","Q99469"
"X5133.17",488,-0.116320317523924,0.0101187292337795,0.0174886993048668,TRUE,FALSE,"Negative","TGFBR2","TGF-beta receptor type-2","TGF-b R II","P37173"
"X8645.257",490,-0.115893626088706,0.0102429042552863,0.0176989502487125,TRUE,FALSE,"Negative","PEX14","Peroxisomal membrane protein PEX14:C-term","PEX14:C-term","O75381"
"X22003.4",476,0.117543958717154,0.0102681186276938,0.0177381432766941,TRUE,FALSE,"Positive","PON2","Paraoxonase 2","Paraoxonase-2","Q15165"
"X23555.11",494,-0.115369541186941,0.0102791512506718,0.0177528240904724,TRUE,FALSE,"Negative","RRAD","GTP-binding protein RAD","RAD","P55042"
"X24920.6",495,0.115185718430246,0.0103240281339536,0.0178239442184387,TRUE,FALSE,"Positive","GLS","Glutaminase kidney isoform, mitochondrial","GLSK","O94925"
"X9245.1",490,-0.115768852504639,0.0103254197913525,0.0178239442184387,TRUE,FALSE,"Negative","KIR2DL4","Killer cell immunoglobulin-like receptor 2DL4","KI2L4","Q99706"
"X13393.46",495,-0.11517514432802,0.0103310824054641,0.0178293255112777,TRUE,FALSE,"Negative","DERL1","Derlin-1","DERL1","Q9BUN8"
"X14593.152",492,0.115502282120708,0.0103463289171726,0.017851239917437,TRUE,FALSE,"Positive","FAM210A","Protein FAM210A","F210A","Q96ND0"
"X12546.1",491,0.115593166433693,0.0103639679095774,0.0178772704276262,TRUE,FALSE,"Positive","SMTN","Smoothelin","SMTN","P53814"
"X3617.80",489,-0.115811901221303,0.0103752982414215,0.0178924087102801,TRUE,FALSE,"Negative","HGFAC","Hepatocyte growth factor activator","HGFA","Q04756"
"X8237.56",494,0.115118604256346,0.0104468978716446,0.0180114495670368,TRUE,FALSE,"Positive","SOSTDC1","Sclerostin domain-containing protein 1","SOSD1","Q6X4U4"
"X10630.5",481,-0.116611536135264,0.0104800505046855,0.0180641618566245,TRUE,FALSE,"Negative","HTATIP2","Oxidoreductase HTATIP2","HTAI2","Q9BUP3"
"X18435.40",488,-0.115600768079675,0.0105965657118327,0.0182560115128845,TRUE,FALSE,"Negative","UBXN2B","UBX domain-containing protein 2B","UBX2B","Q14CS0"
"X5659.11",493,-0.115014694345446,0.0105960904729695,0.0182560115128845,TRUE,FALSE,"Negative","TRH","Pro-Thyrotropin-releasing hormone","TRH","P20396"
"X6077.63",495,0.114757359700905,0.0106132427099985,0.0182802471560215,TRUE,FALSE,"Positive","ADA2","Adenosine deaminase CECR1","CECR1","Q9NZK5"
"X8303.102",478,-0.116730929867459,0.0106441826871574,0.0183290313971331,TRUE,FALSE,"Negative","MYG1","UPF0160 protein MYG1, mitochondrial","MYG1","Q9HB07"
"X25080.16",492,-0.114995767620981,0.0106886938341404,0.018401155150689,TRUE,FALSE,"Negative","UGT2B15","UDP-glucuronosyltransferase 2B15","UDB15","P54855"
"X21161.16",486,0.115692620660895,0.0106953053565829,0.0184080132734308,TRUE,FALSE,"Positive","MRM2","rRNA methyltransferase 2, mitochondrial","MRM2","Q9UI43"
"X13403.5",492,-0.114973765718858,0.0107037904183333,0.0184180918399472,TRUE,FALSE,"Negative","ETV5","ETS translocation variant 5","ETV5","P41161"
"X23424.4",491,0.11505559816125,0.0107278241599688,0.018454913615074,TRUE,FALSE,"Positive","None","Ankyrin repeat domain-containing protein 63","ANR63","C9JTQ0"
